20 20
1 2 3
1 5 2
1 8 2
1 11 2
1 12 2
1 13 3
1 18 3
2 3 1
2 6 2
2 7 1
2 12 2
2 15 3
2 16 2
3 1 3
3 5 2
3 6 2
3 7 2
3 8 3
3 12 3
3 15 3
3 18 2
4 1 2
4 2 3
4 3 3
4 5 1
4 7 2
4 10 0
4 14 3
4 16 2
4 17 3
4 18 1
5 6 0
5 11 0
5 14 2
5 18 2
6 4 2
6 7 0
6 9 1
6 10 1
6 13 1
6 14 2
6 15 2
7 2 2
7 4 3
7 9 2
7 10 3
7 12 3
7 15 2
7 17 2
8 2 1
8 4 3
8 5 2
8 6 2
8 10 1
8 14 2
8 16 2
8 17 1
9 1 2
9 2 2
9 7 2
9 10 1
9 12 2
9 14 0
9 16 3
10 2 3
10 4 3
10 6 2
10 7 3
10 12 3
10 14 1
10 17 2
10 18 1
11 4 1
11 5 2
11 7 3
11 8 2
11 9 3
11 11 0
11 12 1
11 14 0
11 17 3
12 2 1
12 4 3
12 7 2
12 8 1
12 10 1
12 11 0
12 13 3
13 1 3
13 3 0
13 4 1
13 5 2
13 6 2
13 8 3
13 10 3
13 15 2
13 16 2
13 17 2
13 18 3
14 1 1
14 2 0
14 12 0
14 13 3
14 14 2
14 16 2
14 17 2
15 2 2
15 4 2
15 7 2
15 8 3
15 9 2
15 12 1
15 13 3
15 16 3
16 2 2
16 4 2
16 6 2
16 7 2
16 10 2
16 12 1
16 15 0
16 16 2
16 18 3
17 2 3
17 3 2
17 7 3
17 8 2
17 10 2
17 12 3
17 16 3
17 18 2
18 2 3
18 4 2
18 5 3
18 6 2
18 7 2
18 8 3
18 12 2
18 14 3
18 16 2
18 17 2
18 18 3
