50 50
1 1 3
1 2 2
1 4 2
1 5 3
1 6 3
1 9 3
1 11 2
1 12 2
1 14 2
1 15 2
1 19 1
1 21 3
1 24 3
1 25 2
1 28 2
1 34 1
1 36 3
1 39 2
1 40 3
1 42 1
1 44 2
1 45 3
1 46 3
1 47 2
2 1 1
2 2 2
2 4 0
2 8 0
2 9 3
2 11 2
2 13 3
2 17 3
2 18 3
2 19 1
2 22 2
2 23 0
2 24 3
2 25 2
2 26 2
2 28 2
2 30 3
2 31 0
2 32 0
2 34 1
2 37 3
2 38 2
2 39 2
2 41 2
2 42 1
2 43 1
2 44 0
3 2 1
3 5 2
3 6 2
3 7 0
3 9 3
3 10 2
3 11 2
3 12 3
3 15 3
3 22 3
3 23 2
3 25 1
3 26 3
3 27 2
3 28 3
3 32 2
3 35 3
3 36 2
3 38 1
3 39 3
3 41 3
3 43 2
3 44 0
3 45 2
3 46 2
4 1 3
4 2 1
4 5 2
4 6 3
4 7 1
4 8 1
4 10 1
4 12 3
4 14 0
4 15 1
4 18 2
4 19 3
4 22 2
4 23 0
4 24 3
4 25 1
4 26 1
4 29 2
4 31 2
4 32 2
4 34 0
4 36 1
4 41 3
4 42 0
4 44 2
4 45 3
4 46 2
4 48 1
5 1 2
5 6 2
5 8 3
5 9 2
5 11 3
5 14 1
5 18 3
5 20 2
5 21 2
5 24 3
5 27 3
5 29 2
5 31 2
5 32 2
5 33 3
5 34 2
5 35 3
5 36 1
5 38 1
5 44 0
5 47 0
5 48 0
6 3 3
6 4 2
6 6 2
6 7 2
6 9 3
6 14 3
6 16 3
6 18 2
6 19 2
6 20 3
6 22 2
6 25 3
6 27 2
6 28 3
6 31 2
6 32 2
6 33 2
6 34 2
6 37 3
6 39 2
6 40 1
6 41 2
6 44 1
6 45 3
6 48 1
7 1 2
7 2 0
7 4 1
7 5 2
7 7 2
7 9 3
7 12 3
7 14 3
7 22 2
7 23 2
7 26 2
7 30 2
7 31 2
7 33 2
7 34 3
7 35 2
7 36 2
7 38 2
7 39 2
7 45 3
7 46 2
7 47 2
7 48 0
8 1 2
8 3 1
8 6 2
8 7 2
8 10 3
8 12 1
8 14 3
8 15 2
8 17 3
8 18 2
8 21 2
8 22 1
8 24 2
8 26 3
8 29 3
8 30 2
8 33 1
8 34 1
8 36 2
8 38 3
8 39 1
8 40 2
8 41 2
8 42 2
8 46 0
8 47 2
9 1 0
9 3 3
9 5 3
9 7 3
9 8 2
9 9 2
9 14 2
9 18 3
9 19 2
9 21 3
9 22 2
9 23 3
9 24 3
9 25 1
9 26 2
9 27 3
9 28 1
9 29 1
9 30 2
9 33 2
9 39 1
9 40 3
9 43 3
9 45 3
9 48 2
10 2 3
10 6 0
10 11 3
10 13 3
10 14 3
10 16 2
10 17 2
10 18 2
10 19 2
10 21 3
10 23 2
10 24 2
10 26 2
10 29 0
10 33 2
10 34 3
10 35 2
10 38 0
10 40 2
10 43 3
10 44 2
10 45 2
10 47 2
10 48 3
11 1 0
11 2 3
11 3 2
11 4 2
11 5 3
11 11 2
11 17 2
11 18 2
11 19 2
11 20 0
11 21 3
11 23 1
11 24 2
11 25 2
11 28 3
11 29 1
11 39 3
11 41 1
11 43 2
11 45 2
11 47 2
11 48 3
12 2 3
12 3 2
12 4 2
