15 15
1 2 2
1 3 2
1 8 2
1 10 3
1 11 2
1 12 2
1 14 3
2 1 3
2 2 2
2 6 3
2 8 3
2 9 0
2 11 1
2 14 2
2 15 2
3 4 3
3 9 2
3 11 3
3 14 3
3 15 2
4 5 0
4 6 2
4 7 1
4 8 2
4 10 2
4 11 1
5 2 1
5 5 2
5 8 3
5 13 1
5 14 1
6 1 2
6 8 1
6 9 3
6 10 2
6 11 2
6 12 3
6 13 2
6 14 2
7 1 3
7 4 3
7 11 3
7 14 2
7 15 2
8 2 2
8 5 3
8 10 2
8 11 3
8 13 3
8 14 2
8 15 2
9 3 3
9 9 2
10 2 2
10 6 3
11 2 2
11 5 1
11 6 3
11 9 3
11 10 3
11 11 1
11 12 2
11 14 3
12 1 3
12 2 3
12 12 3
13 2 1
13 5 3
13 8 1
13 9 2
13 12 0
13 14 2
14 2 3
14 5 3
14 8 2
14 10 2
14 11 1
14 13 3
14 15 3
15 1 3
15 2 1
15 4 2
15 6 2
15 7 3
15 11 3
15 15 2
