30 30
1 1 1
1 5 2
1 10 3
1 11 1
1 13 0
1 17 0
1 18 1
1 20 3
1 23 2
1 27 1
2 3 2
2 5 2
2 6 0
2 7 3
2 11 1
2 12 3
2 14 3
2 15 0
2 16 3
2 19 3
2 21 3
2 23 2
2 24 0
2 25 0
3 1 3
3 2 0
3 3 2
3 4 2
3 12 2
3 16 2
3 22 1
3 23 3
3 26 3
3 28 0
4 6 2
4 9 2
4 14 3
4 16 2
4 17 1
4 18 1
4 22 2
4 25 0
4 28 2
5 1 0
5 3 3
5 7 2
5 10 2
5 11 2
5 12 1
5 14 3
5 25 2
5 27 1
6 2 3
6 6 3
6 8 3
6 9 2
6 13 2
6 14 3
6 16 0
6 19 3
6 20 2
6 21 2
6 22 3
6 24 0
6 27 2
6 28 2
7 1 0
7 4 3
7 5 2
7 8 2
7 9 1
7 10 2
7 11 1
7 16 1
7 17 2
7 20 2
7 23 3
7 25 2
8 1 2
8 5 2
8 8 3
8 13 2
8 14 3
8 17 2
8 20 3
8 21 1
8 23 2
8 26 3
9 1 3
9 3 2
9 5 2
9 7 2
9 9 2
9 10 1
9 11 3
9 13 3
9 14 2
9 15 2
9 16 2
9 17 2
9 18 2
9 19 0
9 21 0
9 22 1
9 25 1
9 27 2
9 28 2
10 1 2
10 3 2
10 6 2
10 7 2
10 9 2
10 10 1
10 12 0
10 20 3
10 22 1
10 23 3
10 25 2
10 26 2
10 28 2
11 2 2
11 4 3
11 6 3
11 8 1
11 11 1
11 16 2
11 20 2
11 22 1
11 25 3
11 26 2
11 28 3
12 1 2
12 2 2
12 4 2
12 7 2
12 8 0
12 11 2
12 13 3
12 15 3
12 16 2
12 17 3
12 18 2
12 19 2
12 20 0
12 23 2
12 24 1
12 26 2
13 1 3
13 2 0
13 5 3
13 7 3
13 10 1
13 11 1
13 15 2
13 16 0
13 17 2
13 20 2
13 24 2
13 27 2
13 28 3
14 3 3
14 5 3
14 10 1
14 12 2
14 21 1
14 22 3
14 24 3
15 1 0
15 2 2
15 6 3
15 8 1
15 10 2
15 11 1
15 13 3
15 15 3
15 17 2
15 22 2
15 24 2
15 26 2
15 28 3
16 3 2
16 8 2
16 10 3
16 14 2
16 16 0
16 17 2
16 20 3
16 21 2
16 24 2
16 26 1
17 1 1
17 2 2
17 6 3
17 8 2
17 11 1
17 12 2
17 17 2
17 20 3
17 22 1
17 24 3
17 25 2
17 26 2
18 1 3
18 6 1
18 9 3
18 15 3
18 17 1
18 20 3
18 23 0
18 26 2
19 2 3
19 3 3
19 4 2
19 6 2
19 7 3
19 11 2
19 13 3
19 18 0
19 21 2
19 24 3
19 25 2
19 27 3
19 28 2
20 2 2
20 7 2
20 10 1
20 11 2
20 13 3
20 15 0
20 16 1
20 17 2
20 19 2
20 22 0
20 27 1
21 10 1
21 14 3
21 16 3
21 19 2
21 20 2
21 21 3
21 24 0
21 25 0
21 28 2
22 4 2
22 5 2
22 6 3
22 8 1
22 10 1
22 11 2
22 13 3
22 16 2
22 19 2
22 22 2
22 26 2
22 27 1
22 28 3
23 1 2
23 3 2
23 4 2
23 8 2
23 10 2
23 11 3
23 12 0
23 13 3
23 14 1
23 19 2
23 22 2
23 24 3
24 1 3
24 3 2
24 4 3
24 7 2
24 14 0
24 17 2
24 19 1
24 22 2
24 23 2
24 25 0
24 27 3
25 3 3
25 4 2
25 5 1
25 7 1
25 9 3
25 12 0
25 15 0
25 16 3
25 19 1
25 20 1
25 21 2
25 23 1
25 28 1
26 1 0
26 4 2
26 5 2
26 9 2
26 10 2
26 11 0
26 13 3
26 14 0
26 17 0
26 19 2
26 20 3
26 21 2
26 24 3
26 26 0
26 28 2
27 5 1
27 6 2
27 7 2
27 9 1
27 13 3
27 17 0
27 20 2
27 21 2
27 23 0
27 24 2
27 25 3
28 1 3
28 3 3
28 5 1
28 9 1
28 11 3
28 14 0
28 15 1
28 19 1
28 21 2
28 22 2
28 27 3
