20 20
1 2 3
1 5 2
1 7 3
1 10 1
1 11 2
1 12 3
1 15 2
1 16 3
2 1 2
2 2 1
2 3 2
2 4 3
2 5 2
2 9 1
2 11 2
2 13 0
2 15 2
2 16 3
2 18 2
3 2 0
3 3 2
3 4 2
3 7 0
3 9 1
3 12 0
3 14 1
3 17 3
3 18 2
4 3 2
4 4 3
4 9 0
4 11 3
4 12 2
4 13 3
4 14 2
4 16 1
4 17 2
5 1 2
5 2 3
5 5 0
5 6 1
5 8 2
5 9 2
5 10 3
5 13 2
5 14 2
5 16 3
5 18 1
6 1 1
6 4 3
6 7 2
6 10 2
6 12 2
6 14 3
6 16 3
6 18 0
7 7 2
7 8 2
7 9 1
7 12 2
7 13 0
7 15 1
7 17 1
8 1 2
8 2 1
8 3 1
8 5 2
8 6 3
8 9 2
8 13 1
8 16 1
8 18 1
9 2 1
9 3 2
9 6 3
9 7 1
9 9 3
9 10 2
9 12 2
9 13 3
9 14 2
9 15 2
9 17 2
9 18 1
10 2 0
10 3 0
10 4 2
10 6 3
10 7 1
10 8 1
10 9 2
10 11 3
10 12 1
10 18 1
11 1 3
11 2 1
11 3 2
11 4 2
11 7 1
11 9 3
11 13 3
11 14 3
11 15 1
11 16 2
11 17 3
12 2 2
12 5 2
12 6 2
12 8 3
12 11 0
12 13 2
12 14 2
12 16 2
12 18 3
13 1 2
13 3 2
13 10 1
13 12 0
13 13 2
13 14 3
13 15 2
13 16 2
13 17 0
13 18 2
14 1 2
14 3 3
14 5 1
14 6 2
14 11 3
14 12 2
14 13 3
14 15 0
14 18 3
15 2 3
15 7 2
15 8 2
15 9 3
15 10 2
15 14 1
15 15 1
15 17 0
15 18 2
16 1 2
16 3 0
16 4 2
16 5 1
16 9 3
16 10 1
16 11 2
16 14 2
16 15 2
16 18 3
17 1 2
17 3 2
17 4 3
17 5 2
17 6 3
17 7 0
17 8 1
17 9 3
17 14 1
17 15 2
17 16 0
17 17 0
18 3 2
18 11 2
18 12 2
18 13 3
18 14 2
18 18 3
