20 20
1 1 3
1 6 3
1 9 2
1 13 3
1 14 2
1 16 2
1 17 2
1 18 3
1 19 2
2 1 2
2 3 1
2 4 2
2 6 2
2 10 3
2 12 3
2 13 2
2 14 0
2 17 3
2 18 2
3 1 3
3 4 2
3 6 1
3 8 2
3 9 2
3 10 1
3 12 2
3 14 2
3 16 1
3 17 2
3 18 1
4 1 3
4 2 2
4 3 2
4 4 2
4 7 0
4 8 2
4 11 2
4 13 2
4 14 2
4 17 3
4 18 1
5 2 2
5 3 0
5 4 2
5 7 3
5 8 3
5 9 3
5 11 2
5 14 2
5 17 3
5 18 1
5 20 2
6 1 2
6 2 3
6 3 2
6 4 0
6 6 2
6 7 1
6 8 1
6 9 1
6 11 2
6 13 2
6 14 1
6 15 2
6 16 0
6 17 3
6 18 1
6 19 2
7 2 1
7 3 3
7 12 1
7 14 2
7 16 2
8 4 2
8 5 2
8 8 1
8 9 1
8 10 1
8 11 2
8 12 3
8 13 2
8 14 3
9 3 1
9 4 2
9 5 2
9 8 1
9 9 2
9 10 3
9 11 1
9 17 0
9 18 3
10 1 2
10 3 3
10 5 2
10 8 1
10 11 2
10 14 1
10 15 2
10 16 2
10 17 3
10 20 1
11 1 2
11 6 1
11 8 3
11 9 3
11 14 2
11 16 1
12 1 2
12 2 2
12 5 2
12 6 2
12 7 2
12 9 0
12 13 2
12 16 2
12 18 3
12 19 0
12 20 3
13 5 3
13 6 1
13 9 1
13 10 1
13 11 2
13 13 1
13 14 1
13 15 3
13 20 3
14 2 3
14 3 2
14 5 2
14 6 3
14 8 2
14 9 1
14 13 1
15 3 2
15 4 2
15 5 2
15 6 1
15 7 2
15 8 3
15 9 2
15 10 2
15 11 2
15 13 3
15 15 2
15 16 2
16 7 2
16 13 2
16 14 1
16 18 2
16 19 3
17 3 2
17 4 2
17 5 3
17 6 1
17 7 3
17 8 2
17 10 1
17 11 2
17 12 1
17 16 2
17 17 2
17 18 2
18 4 1
18 5 3
18 7 2
18 12 2
18 14 2
18 15 2
18 16 2
18 17 1
18 19 2
19 3 3
19 4 1
19 7 2
19 10 3
19 11 1
19 13 2
19 19 0
20 2 1
20 4 3
20 5 2
20 8 3
20 11 1
20 12 2
20 15 3
20 16 2
20 17 0
20 19 3
