15 15
1 3 2
1 6 3
1 11 2
1 13 2
1 14 2
2 1 2
2 2 2
2 3 2
2 4 2
2 11 1
2 13 2
3 3 1
3 4 1
3 5 2
3 8 3
3 10 3
3 11 1
3 14 2
3 15 1
4 1 2
4 3 3
4 6 2
4 8 2
4 10 2
4 11 1
4 12 2
4 15 3
5 1 2
5 4 1
5 5 2
5 6 1
5 7 3
5 9 3
5 14 1
5 15 2
6 1 3
6 3 1
6 4 2
6 5 3
6 7 2
6 10 2
6 11 0
6 12 2
7 1 2
7 3 2
7 4 2
7 5 3
7 10 3
7 13 2
7 14 1
8 3 2
8 4 2
8 6 1
8 7 3
8 8 2
8 10 1
8 11 3
8 14 3
9 2 2
9 3 2
9 10 1
9 13 2
9 14 2
10 1 3
10 3 1
10 6 1
10 8 3
10 10 3
11 3 3
11 7 2
11 8 1
11 10 2
11 11 1
11 13 2
12 2 2
12 5 1
12 7 0
12 9 2
12 10 3
12 13 2
12 15 2
13 3 1
13 4 2
13 6 2
13 7 3
13 10 2
13 14 2
13 15 3
14 3 2
14 4 2
14 7 2
14 9 3
14 10 1
14 11 1
14 12 1
14 13 2
14 15 3
15 2 2
15 3 3
15 5 3
15 8 2
15 9 2
15 10 3
15 12 3
