15 15
1 2 2
1 3 2
1 4 3
1 7 2
1 8 2
1 10 2
1 11 2
1 12 2
1 13 3
1 14 3
2 3 2
2 4 1
2 6 3
2 7 3
2 10 2
2 12 2
3 2 2
3 3 3
3 4 2
3 7 1
3 8 1
3 11 3
3 12 3
3 14 3
3 15 3
4 1 1
4 2 2
4 5 3
4 7 2
4 8 2
4 11 2
4 15 2
5 1 2
5 3 2
5 4 2
5 7 2
5 9 2
5 10 2
5 11 2
5 12 2
6 2 1
6 3 1
6 7 2
6 11 1
6 13 3
6 15 2
7 2 2
7 5 2
7 12 2
7 15 3
8 1 3
8 4 2
8 7 2
8 9 2
8 12 3
8 14 3
9 2 3
9 3 2
9 4 1
9 5 2
9 6 3
10 2 2
10 3 2
10 4 2
10 7 2
10 8 3
10 12 1
10 13 3
11 1 3
11 3 3
11 4 1
11 7 2
11 9 1
11 12 3
11 13 1
11 15 2
12 1 3
12 6 2
12 14 3
13 1 2
13 2 2
13 3 2
13 5 1
13 7 2
13 9 3
13 10 2
13 11 3
13 12 2
13 13 2
13 14 1
14 1 2
14 2 2
14 3 1
14 5 2
14 9 1
14 10 1
14 15 3
15 2 2
15 5 2
15 6 2
15 8 3
15 11 3
15 13 3
