35 35
1 1 3
1 2 2
1 5 2
1 6 2
1 7 3
1 10 3
1 11 2
1 12 2
1 14 3
1 19 2
1 21 1
1 22 3
1 25 3
1 26 2
1 27 2
1 30 2
1 31 2
1 32 3
2 1 1
2 12 3
2 15 3
2 16 2
2 17 2
2 19 1
2 20 1
2 21 1
2 23 1
2 27 2
2 28 3
3 1 0
3 3 1
3 4 2
3 5 2
3 7 2
3 8 2
3 9 3
3 10 2
3 11 2
3 12 2
3 13 1
3 14 3
3 17 2
3 18 1
3 19 2
3 21 1
3 22 2
3 26 2
3 28 1
3 30 2
3 31 2
3 33 0
4 1 2
4 2 3
4 6 2
4 7 1
4 8 2
4 9 2
4 15 2
4 16 2
4 17 3
4 20 0
4 22 2
4 23 2
4 24 2
4 26 3
4 27 2
4 28 3
4 32 0
5 3 3
5 7 1
5 8 3
5 9 2
5 10 2
5 11 2
5 14 2
5 15 2
5 16 2
5 20 1
5 21 3
5 22 0
5 24 1
5 25 1
5 26 2
5 27 0
5 29 1
5 31 1
5 32 1
6 2 0
6 6 1
6 7 0
6 9 2
6 11 2
6 15 2
6 18 1
6 21 2
6 23 1
6 24 1
6 26 3
6 27 2
6 28 3
6 32 3
7 2 0
7 3 0
7 5 2
7 7 2
7 9 2
7 11 3
7 12 2
7 13 1
7 14 0
7 15 2
7 17 2
7 21 2
7 22 2
7 23 3
7 25 2
7 26 3
7 28 3
7 29 2
7 30 3
8 3 0
8 6 2
8 7 3
8 9 3
8 11 2
8 12 2
8 13 2
8 14 0
8 17 3
8 18 0
8 19 0
8 25 0
8 28 2
8 30 2
8 31 2
8 32 2
8 33 2
9 1 1
9 2 2
9 3 2
9 4 3
9 7 2
9 9 2
9 10 2
9 11 2
9 13 2
9 14 2
9 16 2
9 17 2
9 21 1
9 24 3
9 26 1
9 27 3
9 28 2
9 30 1
9 31 1
9 32 1
10 6 3
10 7 2
10 8 3
10 9 2
10 10 2
10 16 2
10 17 3
10 18 2
10 19 2
10 20 2
10 24 2
10 25 0
10 28 3
10 30 3
10 33 3
11 1 2
11 2 1
11 3 0
11 6 1
11 7 0
11 9 1
11 10 3
11 13 3
11 14 1
11 15 2
11 18 2
11 21 3
11 24 2
11 25 2
11 26 2
11 30 2
11 31 2
12 4 2
12 5 2
12 7 2
12 8 3
12 10 1
12 12 3
12 13 2
12 14 2
12 21 3
12 22 2
12 25 2
12 27 0
12 31 2
12 32 2
13 2 2
13 7 2
13 8 1
13 9 3
13 10 1
13 11 0
13 13 1
13 14 2
13 15 2
13 17 3
13 19 2
13 22 2
13 25 3
13 29 3
13 33 3
14 1 2
14 2 1
14 3 3
14 7 2
14 8 3
14 10 0
14 13 2
14 15 3
14 18 1
14 19 3
14 24 2
14 27 3
14 28 2
14 30 0
14 33 2
15 1 3
15 4 2
15 5 1
15 6 2
15 8 3
15 11 3
15 12 3
15 13 2
15 17 0
15 18 1
15 19 3
15 22 3
15 25 2
15 30 3
15 31 2
16 4 1
16 5 3
16 6 2
16 8 2
16 9 0
16 13 1
16 14 3
16 15 2
16 16 3
16 19 1
16 23 3
16 24 3
16 29 1
16 32 0
17 1 2
17 2 3
17 3 3
17 8 0
17 11 1
17 13 1
17 15 1
17 16 3
17 17 1
17 20 3
17 21 3
17 23 2
