30 25
1 2 3
1 3 3
1 4 2
1 6 1
1 7 2
1 8 3
1 10 3
1 11 2
1 13 2
1 14 1
1 17 2
1 18 2
1 19 3
1 20 2
1 21 2
1 22 3
1 23 3
1 25 3
2 2 1
2 5 2
2 6 1
2 8 1
2 9 1
2 11 2
2 13 2
2 15 2
2 19 0
2 21 2
2 24 2
3 1 2
3 2 2
3 8 2
3 9 1
3 13 0
3 16 3
3 17 1
3 18 2
3 19 2
3 20 3
3 21 1
3 24 2
4 3 3
4 8 1
4 13 3
5 2 1
5 3 2
5 8 2
5 10 2
5 12 2
5 13 1
5 19 1
5 21 2
5 22 2
5 23 1
6 2 0
6 3 0
6 7 2
6 8 0
6 9 3
6 15 3
6 16 3
6 18 2
6 22 2
6 25 1
7 2 2
7 3 1
7 4 3
7 5 3
7 9 3
7 10 1
7 11 1
7 12 2
7 14 2
7 15 2
7 16 0
7 17 3
7 20 3
7 21 1
7 22 1
7 25 2
8 2 3
8 3 2
8 5 1
8 6 2
8 7 2
8 8 2
8 11 2
8 13 1
8 22 2
8 23 3
8 24 3
8 25 2
9 2 2
9 5 3
9 7 1
9 9 2
9 11 2
9 13 1
9 14 2
9 16 2
9 18 1
9 20 2
9 21 2
9 22 2
9 25 2
10 2 2
10 4 2
10 6 1
10 7 2
10 8 3
10 11 3
10 13 2
10 18 2
10 21 3
10 22 2
10 23 3
10 24 2
10 25 3
11 4 3
11 11 2
11 13 3
11 14 2
11 15 3
11 18 1
11 22 2
11 23 2
11 24 2
12 1 1
12 4 2
12 5 1
12 7 0
12 13 2
12 19 2
12 20 2
12 21 2
12 22 3
13 1 3
13 5 1
13 7 2
13 8 2
13 9 2
13 10 2
13 11 0
13 13 2
13 15 2
13 17 2
13 18 1
13 21 2
13 22 1
13 23 2
14 1 2
14 2 2
14 3 2
14 4 3
14 9 3
14 12 2
14 13 3
14 17 2
14 18 2
14 20 2
14 23 2
15 1 3
15 4 2
15 5 2
15 6 2
15 7 2
15 8 1
15 15 2
15 16 2
15 17 2
15 18 1
15 19 2
15 21 1
15 22 1
15 23 1
16 2 3
16 3 2
16 4 3
16 7 3
16 9 2
16 11 2
16 12 1
16 14 2
16 16 1
16 17 3
16 21 1
16 22 2
16 23 3
16 25 2
17 1 3
17 2 1
17 4 2
17 5 3
17 7 2
17 8 2
17 9 3
17 14 2
17 15 2
17 16 2
17 20 2
17 21 1
17 22 3
17 24 1
17 25 3
18 2 2
18 3 2
18 6 2
18 9 2
18 10 1
18 11 3
18 12 1
18 14 2
18 15 2
18 16 1
18 17 2
18 18 2
18 21 1
18 22 1
18 25 3
19 3 2
19 6 2
19 8 2
19 9 2
19 13 2
19 15 1
19 17 3
19 20 2
19 21 2
19 22 2
19 24 1
20 1 2
20 6 2
20 12 2
20 14 3
20 15 3
20 16 2
20 17 2
20 18 2
20 22 2
20 23 1
21 1 2
21 2 2
21 6 0
21 7 2
21 12 2
21 17 3
21 18 0
21 19 2
21 22 2
21 24 1
22 2 2
22 3 3
22 4 2
22 5 3
22 9 1
22 10 3
22 11 2
22 12 3
22 13 1
22 15 3
22 17 3
22 21 1
23 3 3
23 6 1
23 11 0
23 12 3
23 15 1
23 18 1
23 19 2
23 20 2
23 23 3
23 24 1
23 25 2
24 2 2
24 3 3
24 5 2
24 6 1
24 8 2
24 9 2
24 11 2
24 13 2
24 14 3
24 15 2
24 16 2
24 17 2
24 19 2
24 24 2
25 1 1
25 2 2
25 4 0
25 5 3
25 11 2
25 12 1
25 13 3
25 14 1
25 16 2
25 17 2
25 18 2
25 19 1
25 21 3
25 23 3
26 6 2
26 7 3
26 9 0
26 16 1
26 18 3
26 21 2
26 22 1
26 23 1
26 24 2
26 25 2
27 2 2
27 3 2
27 4 1
27 7 1
27 9 3
27 10 2
27 11 2
27 12 1
27 15 2
27 19 1
27 23 2
28 1 2
28 2 2
28 3 2
28 4 2
28 8 1
28 10 2
28 12 2
28 13 2
28 16 3
28 17 1
28 20 1
28 21 1
28 22 2
28 25 2
29 1 2
29 2 2
29 3 1
29 4 3
29 5 2
29 10 1
29 11 2
29 12 1
29 14 1
29 17 2
29 18 1
29 19 3
29 20 2
29 21 2
29 22 3
29 23 1
29 24 2
30 3 2
30 6 2
30 7 1
30 8 2
30 10 2
30 12 2
30 13 3
30 14 3
30 15 2
30 16 2
30 24 3
