30 45
1 2 2
1 3 3
1 5 3
1 7 0
1 9 1
1 11 3
1 12 3
1 16 1
1 17 2
1 18 3
1 20 2
1 22 2
1 25 2
1 26 3
1 28 2
1 31 1
1 33 2
1 36 2
1 37 3
1 39 2
1 41 0
1 44 2
2 3 2
2 9 2
2 10 3
2 11 1
2 12 2
2 14 0
2 15 2
2 18 2
2 22 1
2 25 2
2 27 2
2 28 3
2 30 2
2 32 2
2 33 3
2 34 0
2 36 1
2 41 1
2 44 3
3 1 3
3 2 2
3 3 2
3 4 0
3 5 3
3 6 1
3 8 1
3 9 0
3 10 2
3 14 3
3 20 1
3 23 3
3 26 2
3 29 3
3 32 2
3 36 1
3 37 3
3 38 3
3 40 3
3 42 2
3 43 2
3 44 3
4 2 2
4 8 2
4 10 3
4 13 1
4 16 3
4 19 3
4 20 0
4 23 0
4 24 1
4 25 2
4 26 1
4 28 1
4 30 1
4 31 2
4 32 2
4 35 2
4 36 1
4 37 1
4 39 1
4 42 1
4 43 0
4 45 3
5 3 1
5 5 1
5 7 3
5 10 1
5 12 3
5 13 3
5 14 1
5 15 1
5 16 2
5 17 1
5 18 1
5 19 2
5 20 3
5 22 2
5 23 1
5 26 2
5 27 3
5 28 1
5 34 1
5 41 2
5 45 2
6 2 2
6 4 2
6 5 0
6 6 2
6 9 1
6 12 2
6 16 2
6 19 0
6 25 1
6 26 1
6 30 2
6 32 1
6 33 1
6 35 0
6 39 3
6 40 2
6 43 0
7 3 3
7 5 2
7 7 1
7 10 0
7 12 3
7 15 2
7 16 2
7 19 2
7 21 3
7 22 2
7 23 0
7 24 1
7 25 2
7 27 1
7 30 2
7 34 2
7 36 3
7 39 3
7 40 2
7 44 3
8 1 2
8 3 1
8 6 1
8 7 1
8 9 2
8 10 1
8 12 1
8 13 1
8 14 1
8 16 1
8 20 1
8 23 3
8 27 0
8 29 2
8 32 2
8 33 2
8 35 1
8 37 1
8 42 1
8 43 1
9 1 1
9 2 2
9 5 1
9 9 3
9 12 1
9 13 2
9 15 1
9 18 1
9 22 1
9 23 1
9 25 3
9 27 1
9 32 1
9 33 0
9 36 1
9 40 1
9 41 2
9 44 3
9 45 1
10 3 2
10 4 1
10 5 1
10 8 1
10 9 2
10 12 2
10 16 1
10 20 3
10 27 2
10 29 3
10 31 1
10 33 2
10 34 3
10 36 2
10 37 2
10 38 2
10 39 0
10 42 1
10 43 2
11 7 2
11 9 2
11 11 1
11 12 1
11 13 2
11 14 1
11 16 2
11 17 2
11 19 1
11 20 1
11 22 1
11 23 1
11 24 1
11 25 0
11 27 2
11 30 2
11 39 1
11 40 3
11 41 0
11 43 3
12 1 1
12 3 2
12 4 0
12 7 1
12 9 2
12 12 3
12 20 2
12 21 3
12 27 1
12 29 2
12 30 0
12 31 1
12 32 2
12 33 1
12 34 3
12 35 2
12 37 1
12 39 1
12 43 1
12 44 1
12 45 2
13 3 1
13 5 3
13 8 3
13 9 1
13 10 1
13 14 0
13 15 1
13 16 1
13 18 2
13 20 2
13 21 0
13 22 1
13 24 3
13 26 1
13 27 1
13 29 2
13 35 1
13 38 1
13 41 2
13 42 3
13 45 3
14 1 2
14 2 1
14 3 3
14 6 3
14 7 1
14 10 3
14 12 1
14 14 2
14 16 2
14 17 1
14 19 1
14 23 0
14 25 2
14 29 0
14 34 1
14 35 1
14 37 1
14 38 1
14 40 1
14 44 2
14 45 2
15 4 0
15 6 2
15 9 2
15 10 2
15 12 2
15 13 3
15 17 1
15 20 2
15 23 1
15 24 1
15 28 3
15 32 1
15 33 3
15 36 1
15 38 2
15 40 2
15 41 3
15 42 2
15 43 2
16 3 2
16 10 3
16 13 2
16 15 1
16 19 2
16 20 3
16 21 3
16 25 2
16 27 3
16 29 0
16 30 3
16 31 1
16 32 1
16 33 2
16 36 0
16 38 1
16 42 2
16 44 2
16 45 3
17 2 2
17 5 3
17 6 3
17 7 3
17 8 2
17 10 2
17 11 2
17 15 3
17 16 3
17 18 3
17 19 1
17 20 2
17 23 2
17 24 2
17 29 1
17 32 2
17 34 2
17 37 1
17 39 3
17 41 2
17 42 3
17 45 3
18 1 3
18 2 2
18 5 1
18 9 2
18 10 2
18 14 2
18 15 1
18 16 1
18 17 0
18 21 1
18 24 1
18 25 2
18 26 3
18 32 2
18 34 3
18 36 1
18 38 2
18 40 2
18 44 3
19 2 2
19 5 1
19 7 1
19 9 1
19 10 3
19 12 2
19 13 2
19 16 2
19 20 1
19 26 1
19 28 3
19 30 1
19 31 1
19 34 1
19 39 3
19 41 3
19 42 2
19 44 2
19 45 1
20 1 1
20 5 1
20 9 0
20 12 1
20 14 2
20 15 2
20 16 3
20 18 2
20 19 0
20 20 1
20 21 1
20 22 2
20 23 3
20 27 1
20 29 2
20 30 3
20 32 3
20 35 2
20 36 1
20 38 1
20 40 0
20 42 1
21 4 1
21 6 2
21 7 0
21 9 2
21 12 2
21 14 0
21 15 1
21 18 2
21 19 3
21 21 2
21 23 1
21 25 1
21 30 0
21 31 1
21 32 2
21 35 2
21 37 3
21 38 2
21 41 3
21 43 1
21 44 1
21 45 2
22 2 3
22 4 1
22 5 0
22 7 1
22 11 2
22 12 1
22 15 2
22 18 1
22 20 1
22 22 1
22 23 1
22 24 2
22 25 3
22 26 3
22 28 1
22 29 2
22 32 2
22 34 2
22 36 0
22 38 1
22 41 1
22 42 3
22 44 2
23 1 3
23 4 2
23 5 1
23 8 1
23 11 1
23 16 0
23 17 1
23 20 2
23 22 2
23 25 1
23 27 1
23 30 1
23 31 1
23 35 1
23 37 3
23 39 2
23 40 3
23 45 3
24 2 2
24 6 2
24 7 2
24 9 1
24 10 0
24 11 2
24 14 3
24 15 1
24 18 1
24 20 2
24 21 2
24 22 1
24 28 3
24 30 1
24 31 1
24 33 3
24 35 0
24 37 2
24 39 1
24 40 3
24 41 2
24 44 1
25 1 1
25 5 1
25 11 2
25 12 1
25 13 1
25 18 1
25 22 3
25 25 3
25 27 3
25 29 1
25 32 1
25 38 3
25 42 2
25 43 3
25 45 2
26 1 1
26 8 3
26 9 3
26 15 2
26 16 0
26 18 3
26 20 1
26 21 1
26 22 1
26 23 1
26 24 3
26 27 2
26 28 1
