45 30
1 3 3
1 8 2
1 9 1
1 12 1
1 14 2
1 18 3
1 20 1
1 23 3
1 25 1
1 26 1
1 27 1
1 28 2
1 29 2
2 1 2
2 3 2
2 4 2
2 6 2
2 9 2
2 14 1
2 17 2
2 18 2
2 19 2
2 22 3
2 24 2
2 29 2
3 1 3
3 2 2
3 3 2
3 5 1
3 7 3
3 8 1
3 10 2
3 12 2
3 13 1
3 14 3
3 16 2
3 27 3
4 3 0
4 6 2
4 10 1
4 12 0
4 15 0
4 21 1
4 22 1
4 23 2
4 28 0
4 29 1
4 30 1
5 1 3
5 3 3
5 5 1
5 6 0
5 7 2
5 9 1
5 10 1
5 13 3
5 17 3
5 18 1
5 19 1
5 20 1
5 22 0
5 23 1
5 25 1
5 28 1
6 3 1
6 6 2
6 8 1
6 14 3
6 15 2
6 17 3
6 21 2
6 24 2
6 27 2
6 29 3
7 1 0
7 5 3
7 7 1
7 8 1
7 11 2
7 12 1
7 14 1
7 17 3
7 19 1
7 21 0
7 22 1
7 24 2
7 28 2
7 30 1
8 3 1
8 4 2
8 10 1
8 13 3
8 17 2
8 23 1
8 26 3
8 27 1
8 28 0
8 29 3
9 1 1
9 2 2
9 3 0
9 6 1
9 8 2
9 9 3
9 10 2
9 11 2
9 12 2
9 13 1
9 15 2
9 18 2
9 19 1
9 20 0
9 21 2
9 24 1
9 26 3
9 28 2
9 30 1
10 2 3
10 3 2
10 4 3
10 5 1
10 7 0
10 8 1
10 13 1
10 14 3
10 15 2
10 16 3
10 17 2
10 18 2
10 19 3
10 24 0
11 1 3
11 2 1
11 11 1
11 17 2
11 22 2
11 23 1
11 24 2
11 25 2
11 27 1
11 29 1
12 1 3
12 2 2
12 5 3
12 6 2
12 7 3
12 8 1
12 9 1
12 10 2
12 11 1
12 12 3
12 14 1
12 15 2
12 19 2
12 20 1
12 21 2
12 22 1
12 25 1
12 27 0
13 4 1
13 5 3
13 8 1
13 9 2
13 11 2
13 15 3
13 16 2
13 19 2
13 25 1
13 28 3
13 29 2
13 30 2
14 2 0
14 3 3
14 5 1
14 8 1
14 11 1
14 13 0
14 14 2
14 18 2
14 20 2
14 21 0
14 24 3
14 27 1
14 28 2
14 30 2
15 2 2
15 5 1
15 7 2
15 9 1
15 13 1
15 16 1
15 17 3
15 18 1
15 20 2
15 21 1
15 22 2
15 24 1
15 26 2
15 28 3
15 29 1
16 1 1
16 4 3
16 5 2
16 6 2
16 7 2
16 8 1
16 10 1
16 11 2
16 13 1
16 14 2
16 17 3
16 18 1
16 19 2
16 20 3
16 23 0
16 26 0
16 28 2
16 30 1
17 1 2
17 5 1
17 11 2
17 14 1
17 15 1
17 18 0
17 23 1
17 30 3
18 1 3
18 2 2
18 5 1
18 9 1
18 13 2
18 17 3
18 20 2
18 21 2
18 22 1
18 24 1
18 25 1
18 26 3
18 27 3
18 30 1
19 4 3
19 5 2
19 6 0
19 7 2
19 11 1
19 14 1
19 16 2
19 17 1
19 20 0
19 21 3
19 28 2
20 1 2
20 3 1
20 4 0
20 5 3
20 8 1
20 10 3
20 11 1
20 12 2
20 13 2
20 15 2
20 16 3
20 17 2
20 19 1
20 20 1
20 22 1
20 23 2
20 24 2
20 26 1
20 27 2
20 28 1
20 29 2
21 7 3
21 12 3
21 13 0
21 16 3
21 18 1
21 20 1
21 21 2
21 24 2
21 26 1
21 30 1
22 1 2
22 2 1
22 5 2
22 7 2
22 9 1
22 11 1
22 13 1
22 20 2
22 22 1
22 23 2
22 24 1
22 25 3
22 26 1
22 28 3
22 29 3
23 3 3
23 4 0
23 5 1
23 7 0
23 8 3
23 9 1
23 11 1
23 14 0
23 15 1
23 17 2
23 20 3
23 21 1
23 22 1
23 26 1
24 4 1
24 7 1
24 11 1
24 13 3
24 15 1
24 17 2
24 18 1
24 22 2
24 26 3
24 27 1
24 29 2
24 30 1
25 1 2
25 2 2
25 4 2
25 6 1
25 7 2
25 9 3
25 11 0
25 14 2
25 16 2
25 18 2
25 21 1
25 22 3
25 23 1
25 25 3
25 27 1
25 28 3
25 29 1
25 30 1
26 1 3
26 3 2
26 4 1
26 5 2
26 6 1
26 13 1
26 18 3
26 19 1
26 22 3
27 2 2
27 5 3
27 7 1
27 8 0
27 9 1
27 10 2
27 11 2
27 12 1
27 13 1
27 16 3
27 20 1
27 23 1
27 25 3
27 26 2
27 28 3
27 29 1
28 1 2
28 2 3
28 4 1
28 5 1
28 15 3
28 19 3
