20 20
1 1 3
1 2 2
1 3 0
1 5 3
1 6 2
1 7 3
1 8 2
1 9 2
1 11 1
1 13 2
1 15 2
1 16 3
1 17 1
2 4 2
2 5 2
2 6 1
2 7 2
2 8 2
2 9 2
2 10 2
2 12 1
2 13 3
2 15 2
2 16 2
2 17 2
2 18 2
3 1 2
3 2 0
3 5 1
3 6 3
3 11 3
3 13 2
3 17 2
3 18 1
4 3 1
4 6 2
4 7 0
4 8 0
4 9 1
4 10 1
4 13 3
4 16 2
4 18 2
5 1 3
5 3 2
5 4 2
5 7 2
5 8 1
5 11 0
5 13 2
5 16 3
5 18 1
6 1 3
6 2 2
6 4 3
6 7 1
6 8 2
6 9 2
6 13 2
6 14 2
6 15 2
7 5 2
7 6 2
7 7 2
7 8 2
7 10 3
7 13 3
7 16 2
7 17 2
7 18 2
8 2 2
8 3 2
8 5 3
8 6 2
8 12 3
8 13 2
9 2 2
9 6 2
9 7 2
9 9 2
9 10 3
9 11 1
9 12 2
9 14 2
9 16 3
10 2 3
10 4 2
10 5 3
10 9 1
10 11 1
10 17 2
11 1 0
11 3 3
11 6 0
11 9 2
11 10 3
11 12 3
11 15 1
11 16 2
12 1 2
12 2 2
12 4 1
12 5 3
12 6 3
12 8 2
12 10 2
12 15 3
12 18 1
13 1 3
13 3 1
13 5 1
13 8 2
13 12 3
13 13 2
13 15 2
13 16 1
13 17 1
13 18 2
14 2 1
14 3 2
14 4 2
14 7 3
14 8 1
14 9 0
14 10 0
14 11 0
14 12 3
14 15 2
15 1 1
15 3 3
15 7 2
15 8 3
15 10 1
15 11 1
15 15 1
15 17 3
15 18 3
16 1 3
16 3 2
16 4 3
16 6 2
16 10 3
16 11 2
16 12 3
16 13 2
16 15 3
16 16 2
16 17 0
16 18 2
17 3 2
17 4 2
17 8 1
17 9 2
17 10 2
17 13 0
17 14 1
18 1 2
18 4 3
18 5 2
18 6 2
18 9 3
18 11 3
18 12 3
18 13 2
18 14 3
18 15 2
18 17 2
