20 20
1 2 2
1 4 2
1 6 2
1 8 2
1 12 2
1 14 2
1 17 2
1 18 1
1 19 2
2 3 2
2 8 1
2 9 2
2 10 1
2 11 2
2 12 1
2 13 3
2 15 2
2 16 0
2 17 3
3 1 3
3 3 1
3 4 2
3 5 1
3 9 2
3 13 1
3 18 1
4 1 3
4 3 3
4 4 1
4 5 3
4 9 1
4 11 3
4 13 1
4 14 2
4 16 1
4 17 1
4 20 2
5 1 3
5 5 3
5 6 1
5 8 2
5 9 3
5 11 2
5 13 2
5 15 1
5 20 1
6 1 2
6 3 3
6 4 1
6 6 3
6 7 2
6 9 2
6 11 1
6 13 0
6 14 3
7 1 3
7 2 2
7 5 3
7 6 1
7 7 1
7 8 2
7 9 1
7 11 3
7 12 2
7 15 0
7 19 1
7 20 2
8 1 1
8 7 3
8 12 2
8 15 3
8 16 2
8 17 3
8 19 3
9 1 3
9 5 2
9 7 3
9 8 1
9 9 3
9 10 2
9 11 3
9 18 2
9 19 1
9 20 2
10 4 2
10 6 2
10 7 3
10 10 1
10 12 1
10 13 2
10 14 2
10 15 3
10 18 3
10 19 1
11 1 3
11 2 2
11 3 2
11 4 2
11 5 2
11 6 0
11 7 3
11 10 0
11 13 2
11 15 1
11 18 2
12 10 3
12 13 3
12 15 3
12 16 2
12 18 3
13 2 1
13 3 2
13 5 1
13 7 2
13 9 1
13 11 1
13 12 1
13 16 1
13 17 2
13 19 1
14 3 2
14 4 2
14 5 2
14 6 3
14 7 2
14 9 2
14 11 3
14 14 1
14 16 1
14 17 2
14 19 3
15 1 2
15 3 3
15 4 3
15 5 2
15 7 2
15 10 1
15 12 2
15 15 2
15 16 2
15 17 3
15 18 1
16 1 3
16 3 1
16 5 1
16 6 2
16 8 3
16 9 2
16 10 3
16 16 2
16 17 1
16 18 3
16 19 3
17 1 2
17 3 2
17 4 2
17 5 3
17 7 2
17 9 1
17 11 1
17 12 3
17 13 2
17 14 3
17 17 2
17 18 2
17 19 1
17 20 2
18 2 3
18 3 3
18 7 3
18 9 2
18 10 2
18 11 3
18 12 2
18 14 2
18 16 1
18 18 2
19 3 0
19 7 2
19 8 1
19 12 2
19 13 2
19 14 2
19 15 2
19 16 3
19 17 1
19 18 2
19 19 2
19 20 2
20 2 3
20 3 3
20 4 2
20 5 2
20 8 2
20 9 2
20 10 3
