30 25
1 1 3
1 2 3
1 4 2
1 6 2
1 10 3
1 13 2
1 16 2
1 17 1
1 18 2
1 20 2
2 1 1
2 6 1
2 8 2
2 11 1
2 14 2
2 15 2
2 23 1
2 24 2
2 25 2
3 2 2
3 5 2
3 6 3
3 7 3
3 12 2
3 13 2
3 14 2
3 15 1
3 19 2
3 21 1
3 22 3
3 23 2
3 25 2
4 2 3
4 3 3
4 5 1
4 7 1
4 9 2
4 10 1
4 15 1
4 16 2
4 17 2
4 18 2
4 19 2
4 21 2
4 24 1
4 25 3
5 1 2
5 2 1
5 3 1
5 4 2
5 5 2
5 6 2
5 7 3
5 8 2
5 11 1
5 12 1
5 13 2
5 14 2
5 15 1
5 16 1
5 17 3
5 18 2
5 22 2
5 23 3
6 1 2
6 6 1
6 8 1
6 9 2
6 10 2
6 11 1
6 15 3
6 20 2
6 23 2
6 24 1
7 1 2
7 4 3
7 5 2
7 6 1
7 7 2
7 8 2
7 13 0
7 15 2
7 17 2
7 19 2
7 23 2
8 3 2
8 9 3
8 10 2
8 15 2
8 17 3
8 18 1
8 19 1
8 20 2
8 21 1
8 22 2
8 23 1
8 25 2
9 2 2
9 3 3
9 5 2
9 6 0
9 7 2
9 8 0
9 10 1
9 11 0
9 12 2
9 15 3
9 17 2
9 19 3
9 20 2
9 22 3
9 24 2
10 2 1
10 3 1
10 6 2
10 8 2
10 9 3
10 10 2
10 11 1
10 12 3
10 13 0
10 15 0
10 16 3
10 19 2
10 20 2
10 22 2
10 24 2
11 3 2
11 7 2
11 12 3
11 21 2
11 22 3
11 24 3
12 3 1
12 6 2
12 10 2
12 11 2
12 12 2
12 13 2
12 14 1
12 18 1
12 21 3
12 22 1
12 23 1
12 24 3
13 1 1
13 3 2
13 4 2
13 6 1
13 9 3
13 10 1
13 12 2
13 13 2
13 14 1
13 19 3
13 21 3
13 23 3
14 2 3
14 3 2
14 5 1
14 7 2
14 9 3
14 11 2
14 12 1
14 13 0
14 18 1
14 19 2
14 20 1
14 21 2
14 23 2
14 24 2
15 2 1
15 3 2
15 7 2
15 8 2
15 9 3
15 13 2
15 15 2
15 22 2
15 23 3
16 2 1
16 3 2
16 6 2
16 8 2
16 9 2
16 13 3
16 15 2
16 16 1
16 17 1
16 19 1
16 22 2
16 23 1
16 24 2
16 25 3
17 1 2
17 4 2
17 6 2
17 7 1
17 8 1
17 12 1
17 15 2
17 18 1
17 20 3
17 21 2
17 22 3
17 23 2
17 25 1
18 2 2
18 3 1
18 4 0
18 5 3
18 7 2
18 8 2
18 9 2
18 10 3
18 12 3
18 13 1
18 14 3
18 15 1
18 16 3
18 17 1
18 22 2
18 25 2
19 4 2
19 5 2
19 7 2
19 11 2
19 17 1
19 18 2
19 24 2
19 25 2
20 2 2
20 6 2
20 7 1
20 14 1
20 16 1
20 18 3
20 19 2
20 20 1
20 25 3
21 3 2
21 6 1
21 7 2
21 8 3
21 10 1
21 11 1
21 14 1
21 15 2
21 24 2
21 25 1
22 3 1
22 4 2
22 7 3
22 10 2
22 13 2
22 15 3
22 16 1
22 17 2
22 19 3
22 21 1
22 22 2
22 23 2
22 25 2
23 1 2
23 5 2
23 8 2
23 9 3
23 10 2
23 12 2
23 13 3
23 14 2
23 15 2
23 17 2
23 18 2
23 19 2
23 20 2
24 1 2
24 3 1
24 5 2
24 6 2
24 10 2
24 11 1
24 12 2
24 13 1
24 14 3
24 18 3
24 19 1
24 20 2
24 22 2
25 1 1
25 3 2
25 7 3
25 9 1
25 13 1
25 14 2
25 18 2
25 19 2
25 20 3
25 21 3
25 24 3
26 3 1
26 4 2
26 5 0
26 7 1
26 9 1
26 15 2
26 16 1
26 17 3
26 18 2
26 20 1
26 21 1
26 24 0
27 5 3
27 12 3
27 13 1
27 14 2
27 15 2
27 16 3
27 20 2
27 24 2
27 25 2
28 2 1
28 4 2
28 5 2
28 6 1
28 7 1
28 9 2
28 10 1
28 11 2
28 15 0
28 16 3
28 19 2
28 20 2
28 21 3
28 22 3
28 23 3
29 2 2
29 3 1
29 5 2
29 6 3
29 8 2
29 11 2
29 12 2
29 13 0
29 16 2
29 19 3
29 23 1
30 4 2
30 5 3
30 9 3
30 10 2
30 11 2
30 15 1
30 16 3
30 20 2
30 23 3
30 24 3
