25 25
1 1 3
1 4 1
1 9 3
1 11 1
1 12 2
1 13 2
1 15 3
1 16 1
1 17 1
1 18 3
1 19 2
1 21 1
1 22 3
2 2 3
2 5 0
2 6 0
2 7 2
2 8 2
2 10 2
2 11 3
2 13 0
2 17 0
2 18 2
3 1 0
3 2 2
3 3 2
3 5 0
3 10 1
3 11 1
3 12 3
3 16 3
3 19 2
3 20 2
3 21 2
3 23 3
4 1 1
4 2 3
4 4 0
4 7 0
4 8 2
4 9 2
4 12 3
4 16 1
4 19 3
4 20 2
4 21 2
5 2 2
5 3 2
5 4 1
5 5 2
5 9 1
5 10 2
5 11 1
5 14 3
5 16 2
5 17 2
5 18 2
5 19 1
5 20 1
5 21 3
6 1 3
6 2 2
6 4 3
6 5 2
6 6 0
6 8 3
6 12 2
6 13 0
6 15 1
6 16 2
6 18 2
6 19 0
6 20 0
7 2 2
7 4 2
7 5 0
7 6 1
7 8 2
7 18 2
7 20 2
7 21 2
8 1 1
8 2 2
8 3 3
8 4 3
8 7 3
8 8 2
8 9 2
8 10 3
8 13 3
8 14 3
8 15 2
8 17 3
8 18 3
8 20 3
8 21 1
8 22 0
9 1 2
9 2 1
9 6 1
9 9 3
9 10 2
9 12 1
9 16 3
9 18 1
9 19 0
9 21 3
10 1 3
10 2 0
10 4 3
10 5 2
10 6 1
10 7 1
10 9 1
10 11 3
10 12 1
10 14 3
10 15 0
10 19 1
11 2 3
11 5 2
11 6 3
11 7 2
11 10 1
11 11 2
11 12 0
11 14 3
11 17 2
11 18 2
11 20 2
11 21 1
11 22 1
12 2 2
12 4 3
12 5 0
12 6 1
12 7 0
12 10 2
12 13 3
12 16 3
12 17 3
12 18 2
12 19 2
12 22 1
12 23 2
13 1 3
13 3 2
13 4 2
13 9 3
13 10 1
13 16 2
13 17 1
13 18 2
13 19 3
13 21 1
13 22 2
13 23 2
14 1 2
14 2 2
14 6 2
14 7 3
14 9 2
14 12 2
14 13 2
14 14 2
14 15 3
14 21 2
15 1 0
15 5 3
15 6 2
15 8 2
15 10 2
15 11 2
15 12 2
15 17 2
15 18 1
15 20 1
15 21 2
15 22 1
16 2 2
16 4 0
16 6 0
16 8 2
16 9 0
16 12 3
16 14 3
16 15 2
16 17 3
16 19 1
16 21 2
16 22 2
16 23 2
17 1 3
17 2 2
17 3 1
17 7 2
17 10 2
17 11 1
17 15 3
17 17 2
18 1 2
18 4 2
18 5 2
18 6 2
18 7 3
18 8 1
18 14 2
18 15 3
18 16 0
18 21 2
19 2 1
19 4 1
19 6 0
19 7 3
19 8 1
19 10 1
19 11 2
19 12 3
19 13 2
19 15 2
19 16 2
19 17 3
19 18 2
19 19 2
19 20 2
19 21 3
19 23 2
20 9 3
20 10 3
20 11 2
20 15 2
20 17 2
20 18 1
20 19 2
20 21 2
21 2 2
21 3 2
21 5 2
21 6 2
21 9 2
21 10 2
21 11 0
21 13 3
21 15 2
21 16 2
21 17 3
21 20 2
21 21 2
21 22 3
22 1 2
22 2 2
22 3 3
22 4 2
22 6 2
22 8 2
22 9 2
22 10 3
22 13 2
22 14 2
22 15 2
22 17 2
22 18 2
22 19 3
22 21 2
22 22 3
23 1 3
23 4 2
23 5 2
23 6 3
23 11 0
23 14 3
23 21 1
23 22 2
23 23 3
