20 20
1 1 3
1 3 2
1 4 2
1 5 2
1 7 1
1 9 3
1 11 3
1 13 3
1 14 2
1 15 1
1 16 3
1 17 2
1 18 1
1 20 2
2 1 1
2 2 3
2 4 3
2 7 2
2 9 2
2 19 3
3 5 1
3 6 3
3 7 2
3 18 2
4 1 3
4 3 3
4 4 2
4 6 2
4 7 1
4 8 3
4 13 3
4 14 3
4 15 3
4 17 1
4 19 3
5 4 1
5 9 1
5 10 2
5 15 1
5 17 3
5 18 2
5 20 1
6 3 2
6 8 3
6 9 2
6 13 3
6 15 3
6 16 1
6 18 1
7 1 3
7 2 3
7 3 3
7 7 2
7 11 2
7 12 2
7 15 2
7 16 3
7 18 3
7 20 2
8 1 2
8 3 2
8 6 3
8 7 3
8 12 1
8 13 2
8 14 3
8 17 1
8 20 3
9 3 3
9 4 2
9 6 2
9 8 3
9 17 3
9 19 3
10 1 1
10 4 3
10 6 2
10 10 3
10 12 1
10 15 3
10 16 1
10 17 3
10 20 2
11 6 2
11 8 2
11 10 0
11 12 2
11 13 3
11 14 2
11 16 3
11 18 2
11 20 2
12 1 3
12 2 1
12 3 1
12 5 2
12 6 2
12 9 3
12 12 2
12 13 2
12 14 3
13 1 1
13 7 1
13 8 2
13 11 2
13 12 2
13 16 3
13 18 1
14 1 2
14 4 3
14 7 2
14 10 2
14 12 2
14 15 2
14 18 3
15 4 3
15 7 2
15 8 2
15 10 1
15 11 1
15 12 3
15 17 2
15 18 2
15 19 0
15 20 3
16 1 3
16 3 2
16 5 3
16 8 0
16 10 3
16 16 1
17 2 1
17 6 0
17 9 3
17 11 1
17 12 1
17 13 2
17 16 2
17 19 2
18 3 3
18 4 2
18 9 1
18 11 2
18 13 3
18 16 2
18 17 0
18 20 3
19 3 3
19 4 1
19 7 2
19 8 2
19 9 2
19 11 2
19 12 1
19 14 2
19 15 3
19 19 2
19 20 3
20 2 1
20 5 1
20 6 2
20 12 2
20 14 1
20 15 3
20 16 2
