15 15
1 1 3
1 5 3
1 7 3
1 9 3
1 10 2
1 11 1
1 12 3
2 7 2
2 10 3
2 11 2
2 12 1
2 15 3
3 1 3
3 2 2
3 3 2
3 8 2
3 12 3
3 15 2
4 2 2
4 3 3
4 4 1
4 5 3
4 9 2
4 14 3
5 2 2
5 5 2
5 6 2
5 8 3
5 10 3
5 12 3
5 13 3
5 15 2
6 3 3
6 6 2
6 8 2
6 11 2
7 1 2
7 4 2
7 10 1
7 12 2
7 15 1
8 1 1
8 2 2
8 3 2
8 4 3
8 6 3
8 10 2
8 11 3
8 12 0
8 13 2
8 15 2
9 2 2
9 6 3
9 8 3
9 12 2
10 1 3
10 3 2
10 4 3
10 5 2
10 7 2
10 10 3
10 12 2
11 2 3
11 4 3
11 6 2
11 9 3
11 15 3
12 6 2
12 7 2
12 10 3
12 12 2
12 14 2
13 2 2
13 3 1
13 4 3
13 6 1
13 7 1
13 8 3
13 9 1
13 11 1
13 12 2
13 13 2
13 14 0
13 15 3
14 1 2
14 4 2
14 7 2
14 10 3
14 12 2
15 7 2
15 8 3
15 14 2
15 15 3
