20 20
1 1 3
1 4 3
1 5 3
1 7 1
1 8 3
1 10 1
1 11 2
1 12 2
1 16 3
1 17 2
1 18 3
2 9 2
2 11 1
2 12 3
2 13 1
2 15 3
2 17 0
2 18 2
3 1 0
3 2 2
3 3 2
3 4 3
3 5 2
3 6 2
3 7 3
3 9 2
3 10 3
3 15 3
3 18 0
4 1 2
4 6 3
4 7 2
4 8 2
4 9 3
4 10 2
4 14 1
4 15 1
4 17 3
4 18 1
5 3 3
5 6 2
5 8 2
5 9 2
5 11 3
5 12 2
5 13 2
5 14 0
6 4 2
6 6 3
6 10 1
6 11 2
6 12 0
6 13 3
6 16 1
6 17 2
6 18 1
7 2 3
7 6 3
7 9 2
7 10 3
7 12 2
7 13 3
7 14 1
7 15 2
8 3 2
8 5 2
8 7 2
8 9 0
8 11 2
8 13 2
8 15 2
8 16 1
8 17 3
8 18 3
9 1 3
9 3 2
9 4 1
9 5 2
9 7 2
9 10 3
9 12 2
9 13 3
9 14 3
9 15 3
9 16 1
10 2 2
10 3 2
10 4 2
10 6 3
10 7 1
10 8 1
10 10 3
10 11 2
10 12 3
10 14 1
11 1 2
11 7 1
11 8 1
11 10 2
11 11 0
11 12 1
11 13 2
11 16 2
11 17 0
11 18 1
12 1 2
12 2 2
12 5 1
12 7 2
12 13 0
12 14 2
12 16 3
13 1 2
13 3 2
13 4 1
13 6 1
13 8 3
13 9 2
13 14 3
13 15 2
13 16 2
13 17 1
13 18 1
14 1 2
14 3 3
14 5 3
14 6 2
14 9 2
14 10 3
14 11 2
14 12 2
14 14 2
14 17 3
14 18 2
15 1 1
15 2 1
15 3 2
15 4 3
15 5 2
15 8 2
15 9 3
15 10 2
15 11 2
15 13 2
15 14 3
15 17 2
16 2 2
16 9 2
16 12 2
16 13 1
16 14 2
16 17 2
17 3 0
17 4 0
17 5 2
17 6 1
17 7 2
17 9 3
17 10 2
17 11 2
17 14 2
17 17 3
18 5 3
18 6 2
18 9 2
18 10 2
18 11 3
18 12 2
18 13 3
18 16 3
18 18 2
