20 20
1 2 3
1 3 2
1 5 2
1 10 3
1 11 3
1 12 2
1 13 2
1 15 2
1 16 2
1 20 3
2 1 3
2 3 1
2 5 2
2 6 3
2 7 2
2 9 2
2 11 2
2 12 1
2 14 2
2 16 3
2 17 2
2 19 2
2 20 2
3 1 3
3 3 2
3 5 2
3 7 1
3 9 2
3 12 1
3 16 3
3 20 3
4 3 1
4 6 2
4 9 3
4 10 1
4 11 3
4 12 2
4 13 2
4 17 2
4 18 3
5 1 2
5 5 2
5 6 2
5 10 2
5 15 2
5 16 2
5 17 2
5 19 0
5 20 3
6 1 1
6 4 1
6 5 2
6 6 2
6 7 2
6 11 2
6 16 2
6 19 2
6 20 3
7 2 3
7 4 2
7 6 2
7 8 1
7 11 1
7 13 2
7 16 2
7 17 2
7 19 1
7 20 2
8 1 2
8 2 3
8 5 2
8 7 2
8 9 1
8 10 2
8 11 1
8 14 3
8 17 0
9 3 2
9 9 3
9 11 3
9 12 1
9 16 3
9 17 3
9 20 3
10 4 1
10 5 3
10 7 3
10 8 0
10 10 1
10 12 2
10 14 3
10 16 1
10 18 1
11 1 3
11 2 1
11 3 3
11 4 2
11 5 2
11 10 2
11 12 2
11 13 1
11 17 3
11 18 1
11 20 3
12 5 2
12 6 3
12 7 1
12 8 2
12 9 1
12 10 1
12 11 2
12 12 2
12 15 2
12 16 3
12 20 1
13 2 2
13 6 2
13 13 2
13 17 2
13 20 2
14 2 2
14 3 2
14 4 1
14 5 2
14 10 2
14 11 3
14 13 3
14 15 3
14 16 3
14 18 2
14 20 3
15 1 2
15 4 3
15 5 2
15 14 2
15 17 2
16 1 3
16 2 2
16 7 3
16 9 2
16 11 3
16 13 2
16 16 3
16 18 2
16 19 1
17 6 1
17 9 1
17 10 3
17 12 2
17 17 3
17 18 3
18 1 2
18 3 3
18 4 2
18 5 2
18 9 1
18 12 2
18 14 2
18 16 1
18 18 0
19 2 2
19 8 2
19 10 2
19 11 3
19 14 3
19 18 3
20 2 2
20 3 3
20 4 2
20 5 2
20 6 3
20 8 1
20 12 2
20 13 2
20 16 3
20 17 1
20 19 2
