15 15
1 2 2
1 3 1
1 4 3
1 6 3
1 7 3
1 9 3
1 10 3
1 11 1
1 13 3
1 15 3
2 3 2
2 4 2
2 5 1
2 7 2
2 8 0
2 9 2
2 11 3
2 13 2
2 14 2
3 2 2
3 5 3
3 11 1
4 2 0
4 3 3
4 6 1
4 12 3
5 6 2
5 7 3
5 8 2
5 10 3
5 15 3
6 1 3
6 2 0
6 6 3
6 10 2
6 13 1
6 14 1
6 15 3
7 2 2
7 5 2
7 12 3
7 15 3
8 1 3
8 6 2
8 8 2
8 12 1
8 13 1
9 7 2
9 8 2
9 12 2
9 13 2
9 14 2
10 1 3
10 2 2
10 4 2
10 5 1
10 7 1
10 8 2
10 9 2
10 12 2
11 2 3
11 3 2
11 4 1
11 8 3
11 11 1
11 14 2
11 15 3
12 1 1
12 4 2
12 7 1
12 9 2
12 11 3
12 14 1
13 4 0
13 6 2
13 11 1
13 12 2
13 14 3
13 15 2
14 2 3
14 4 2
14 6 2
14 7 3
14 8 1
14 9 2
14 10 1
14 12 2
14 13 2
14 14 2
14 15 2
15 1 2
15 7 2
15 11 2
15 12 2
15 13 2
