30 25
1 3 2
1 5 2
1 6 2
1 8 3
1 11 3
1 13 2
1 14 2
1 15 3
1 16 3
1 18 1
1 25 3
2 2 3
2 5 1
2 6 2
2 11 1
2 12 2
2 14 2
2 18 1
2 19 2
2 21 1
2 22 2
2 23 1
3 1 2
3 3 2
3 4 3
3 5 1
3 7 2
3 9 2
3 13 2
3 17 3
3 19 3
3 21 2
3 24 3
4 1 2
4 3 2
4 6 2
4 10 3
4 11 1
4 14 3
4 16 2
4 17 2
4 19 0
4 20 2
4 22 3
4 24 3
4 25 2
5 5 3
5 7 2
5 8 3
5 10 3
5 11 2
5 14 2
5 18 3
5 20 2
5 21 2
5 25 2
6 5 3
6 6 1
6 9 2
6 10 1
6 12 2
6 15 3
6 17 3
6 21 2
6 23 2
7 1 3
7 3 1
7 5 2
7 6 2
7 8 1
7 10 2
7 12 2
7 14 2
7 16 1
7 17 2
7 20 1
7 24 2
8 2 2
8 3 2
8 4 3
8 7 2
8 8 1
8 10 1
8 11 3
8 12 3
8 13 2
8 16 3
8 18 2
8 19 2
8 20 3
8 22 2
8 24 2
8 25 3
9 7 2
9 9 3
9 13 1
9 19 1
9 20 2
9 23 1
9 24 0
9 25 2
10 1 3
10 3 1
10 5 3
10 7 2
10 11 3
10 13 1
10 14 2
10 15 1
10 16 1
10 17 2
10 19 1
10 20 3
10 22 2
10 24 1
11 1 1
11 2 2
11 4 2
11 5 1
11 6 2
11 8 2
11 10 1
11 11 2
11 12 2
11 14 2
11 17 2
11 19 2
11 22 1
12 5 2
12 6 2
12 7 1
12 11 3
12 12 2
12 13 2
13 2 2
13 3 2
13 4 3
13 11 2
13 12 2
13 13 3
13 16 2
13 18 2
13 19 3
13 20 1
13 21 1
13 23 2
13 24 1
14 2 2
14 3 1
14 6 1
14 8 1
14 10 3
14 13 2
14 16 3
14 18 0
14 21 2
14 22 2
14 23 3
14 24 2
14 25 3
15 3 3
15 4 2
15 5 3
15 6 2
15 9 0
15 11 1
15 15 2
15 16 1
15 20 1
15 22 2
15 23 2
15 24 1
16 1 2
16 3 2
16 5 1
16 7 1
16 9 2
16 11 2
16 13 2
16 18 1
16 22 2
16 23 1
17 1 1
17 3 1
17 5 2
17 7 1
17 10 2
17 11 2
17 12 2
17 13 2
17 15 3
17 18 2
17 19 2
17 20 1
17 22 3
17 24 2
17 25 1
18 2 3
18 3 2
18 6 3
18 10 2
18 11 2
18 16 1
18 17 0
18 18 2
18 20 2
18 21 3
18 23 1
18 24 3
19 1 2
19 2 3
19 4 1
19 10 1
19 11 0
19 14 3
19 15 3
19 17 2
20 1 1
20 3 2
20 4 2
20 5 1
20 6 2
20 8 2
20 10 2
20 12 3
20 18 1
20 20 2
20 21 3
20 23 2
20 24 3
20 25 2
21 3 2
21 5 3
21 9 2
21 13 3
21 15 3
21 17 0
21 20 2
21 21 1
21 22 2
21 24 2
22 2 1
22 4 1
22 7 3
22 9 3
22 10 1
22 11 3
22 12 2
22 14 1
22 16 3
22 17 2
22 21 1
22 22 1
23 2 3
23 3 3
23 7 1
23 8 3
23 11 2
23 14 3
23 15 2
23 16 1
23 18 3
23 20 2
23 23 3
23 24 2
23 25 3
24 2 2
24 3 1
24 7 1
24 9 1
24 11 2
24 12 1
24 16 1
24 19 2
24 20 2
24 21 1
24 22 2
24 23 2
24 24 1
25 6 2
25 7 2
25 13 2
25 14 3
25 16 2
25 18 1
25 19 3
25 20 1
25 22 2
25 23 3
26 1 2
26 2 0
26 3 1
26 4 2
26 7 1
26 8 1
26 11 1
26 14 2
26 15 2
26 17 2
26 18 1
26 20 1
26 23 2
26 24 1
27 3 3
27 5 3
27 6 3
27 8 3
27 10 2
27 13 3
27 15 3
27 19 3
27 20 3
27 22 2
27 23 2
28 1 2
28 7 3
28 10 2
28 11 2
28 12 1
28 16 2
28 18 2
28 21 1
28 22 1
29 1 2
29 2 2
29 3 3
29 4 2
29 8 0
29 9 2
29 10 1
29 12 0
29 20 3
29 24 2
30 2 2
30 3 2
30 6 3
30 10 2
30 12 2
30 15 3
30 16 3
30 19 3
30 23 3
30 25 3
