40 40
1 1 2
1 2 2
1 5 1
1 8 3
1 10 3
1 12 0
1 14 0
1 16 1
1 17 3
1 19 3
1 24 3
1 27 3
1 28 2
1 30 3
1 31 2
1 32 2
1 36 3
1 38 1
2 1 3
2 3 0
2 6 3
2 7 3
2 11 3
2 13 3
2 14 2
2 15 3
2 16 3
2 18 2
2 22 3
2 24 2
2 28 3
2 29 2
2 30 3
2 32 2
2 33 2
2 35 2
2 38 3
3 2 2
3 3 1
3 5 2
3 10 2
3 11 2
3 14 2
3 17 0
3 19 2
3 20 2
3 21 3
3 22 2
3 23 2
3 24 2
3 25 2
3 26 2
3 27 0
3 28 2
3 30 3
3 32 2
3 33 2
3 35 3
3 36 1
3 37 2
4 2 2
4 5 2
4 6 2
4 7 1
4 8 2
4 10 2
4 11 3
4 13 2
4 14 1
4 16 3
4 18 1
4 20 1
4 24 2
4 28 3
4 29 2
4 32 2
4 33 3
4 35 3
4 36 1
4 37 2
4 38 0
5 1 2
5 3 0
5 6 2
5 7 2
5 8 2
5 9 1
5 10 3
5 11 1
5 12 3
5 13 2
5 14 1
5 15 1
5 16 3
5 17 0
5 21 1
5 22 2
5 25 1
5 26 3
5 29 2
5 30 3
5 31 2
5 34 0
5 35 3
5 36 2
6 1 3
6 2 3
6 4 3
6 9 1
6 11 1
6 16 2
6 20 2
6 21 2
6 24 2
6 25 2
6 26 3
6 27 0
6 29 3
6 30 2
6 34 1
6 35 3
7 5 3
7 6 2
7 7 2
7 9 1
7 10 1
7 12 3
7 15 3
7 17 3
7 19 3
7 21 2
7 22 2
7 23 1
7 24 2
7 25 1
7 26 2
7 28 0
7 30 2
7 32 1
7 33 3
7 35 3
7 37 2
7 38 3
8 7 2
8 10 1
8 11 2
8 12 2
8 14 2
8 15 1
8 19 2
8 20 1
8 21 2
8 22 1
8 25 0
8 28 1
8 29 3
8 32 2
8 33 1
8 34 1
8 38 3
9 1 3
9 2 2
9 3 3
9 4 2
9 5 3
9 6 3
9 7 3
9 10 0
9 13 1
9 15 2
9 18 2
9 19 2
9 22 1
9 25 1
9 26 1
9 29 3
9 33 1
9 34 1
9 35 3
9 37 2
9 38 2
10 2 2
10 3 2
10 6 0
10 8 1
10 9 2
10 11 2
10 12 2
10 15 0
10 20 2
10 21 3
10 22 2
10 23 3
10 25 3
10 28 3
10 30 0
10 34 3
10 35 2
10 36 3
10 38 1
11 1 0
11 3 2
11 4 1
11 7 0
11 9 3
11 10 2
11 11 1
11 14 3
11 15 1
11 16 2
11 17 2
11 18 2
11 21 2
11 22 0
11 23 2
11 25 2
11 27 1
11 29 3
11 32 1
11 33 0
12 3 3
12 4 2
12 5 3
12 6 0
12 8 2
12 10 1
12 13 2
12 14 2
12 16 3
12 17 0
12 21 2
12 22 2
12 23 3
12 24 1
12 25 2
12 26 2
12 29 3
12 30 0
12 31 1
12 34 3
12 35 2
12 36 2
12 37 3
13 1 3
13 2 2
13 4 2
13 5 3
13 8 1
13 9 3
13 10 2
13 11 1
13 13 2
13 14 2
13 16 2
13 21 3
13 23 2
13 24 2
13 25 2
13 29 3
13 32 3
13 38 1
14 9 2
14 10 2
14 13 2
14 14 2
14 16 0
14 18 2
14 23 1
14 27 3
14 29 2
14 31 3
14 33 0
14 34 0
14 35 1
14 36 1
14 38 3
15 1 1
15 2 1
15 4 1
15 7 2
15 8 1
15 10 2
15 12 3
15 14 2
15 16 2
15 17 3
15 22 3
15 23 2
15 28 2
15 29 3
15 32 1
15 33 1
15 34 1
16 1 3
16 4 2
16 5 2
16 6 1
16 13 2
16 16 3
16 18 2
16 19 3
16 21 2
16 23 1
16 24 3
16 25 2
16 26 3
16 30 0
16 31 2
16 32 2
16 33 2
16 35 2
16 36 1
16 37 3
17 1 2
17 3 1
17 4 3
17 9 2
17 10 2
17 11 1
17 13 2
17 15 2
17 16 2
17 17 2
17 20 3
17 21 1
17 22 0
17 23 0
17 24 1
17 28 3
17 35 3
18 2 2
18 3 3
18 6 3
18 7 2
18 8 3
18 9 2
18 10 2
18 11 1
18 12 1
18 13 2
18 15 2
18 18 2
18 21 0
18 25 2
18 26 2
18 27 2
18 28 2
18 33 3
18 37 2
18 38 2
19 2 0
19 5 2
19 6 3
19 8 1
19 12 1
19 16 2
19 18 2
19 20 2
19 21 2
19 22 3
19 24 2
19 28 2
19 29 2
19 30 2
19 32 3
19 33 2
19 37 1
19 38 0
20 9 1
20 10 2
20 11 3
20 13 2
20 14 2
20 18 1
20 19 2
20 20 2
20 22 2
20 24 2
20 25 2
20 26 1
20 27 3
20 28 2
20 30 3
20 33 2
20 36 1
20 37 1
20 38 1
21 1 1
21 2 2
21 3 3
21 5 3
21 6 3
21 7 1
21 8 2
21 12 0
21 13 2
21 14 3
21 18 0
21 20 3
21 22 3
21 27 3
21 30 2
21 33 2
21 37 2
21 38 2
22 1 3
22 11 1
22 12 0
22 14 1
22 17 3
22 19 0
22 20 2
22 21 0
22 24 3
22 25 2
22 28 0
22 32 2
22 33 2
22 36 2
22 37 2
22 38 3
23 2 3
23 8 2
23 10 2
23 11 2
23 12 2
23 13 3
23 15 0
23 20 3
23 21 2
23 22 3
23 23 2
23 26 2
23 27 3
23 30 3
23 31 2
23 32 2
23 33 1
23 35 1
23 36 2
23 37 2
23 38 2
24 1 0
24 4 2
24 5 2
24 6 3
24 7 2
24 8 3
24 9 2
24 12 3
24 16 3
24 17 2
24 18 3
24 19 3
24 21 2
24 23 2
24 24 3
24 29 2
24 32 2
24 34 1
25 2 3
25 3 2
25 4 1
25 5 1
25 6 2
25 7 3
25 8 2
25 10 2
25 14 1
25 17 3
25 20 0
25 22 2
25 26 3
25 28 1
25 30 3
25 31 3
25 33 2
25 34 2
25 36 2
25 38 3
26 1 0
26 6 1
26 9 3
26 10 2
26 11 2
26 12 3
26 16 0
26 19 0
26 21 2
26 25 2
26 26 2
26 30 2
26 32 3
26 35 1
26 37 0
27 1 1
27 2 2
27 3 2
27 8 3
27 13 3
27 14 2
27 15 0
27 16 2
27 17 2
27 18 2
27 19 3
27 21 1
27 23 1
27 24 2
27 26 0
27 27 1
27 28 2
27 29 1
27 37 1
28 2 2
28 4 2
28 5 2
28 7 1
28 8 2
28 13 2
28 17 1
28 20 0
28 22 3
28 24 3
28 25 2
28 28 3
28 31 2
28 32 2
28 34 2
28 35 2
28 36 2
28 38 2
29 2 3
29 3 2
29 5 2
29 6 2
29 7 2
29 8 3
29 10 1
29 11 2
29 12 3
29 13 2
29 14 2
29 16 2
29 18 2
29 19 3
29 21 3
29 24 2
29 25 2
29 26 2
29 27 3
29 29 1
29 32 2
29 36 2
29 37 3
29 38 1
30 3 2
30 4 2
30 5 2
30 6 3
30 9 0
30 12 1
30 13 3
30 17 1
30 18 2
30 21 2
30 22 2
30 24 2
30 25 3
30 26 1
30 32 3
30 34 0
30 36 3
31 1 3
31 2 2
31 4 2
31 5 3
31 6 2
31 8 0
31 11 3
31 12 2
31 13 2
31 16 3
31 17 3
31 18 3
31 19 2
31 20 3
31 21 2
31 23 2
31 24 3
31 25 2
31 28 1
31 30 3
31 31 2
31 32 2
31 35 1
31 36 1
31 37 1
32 1 1
32 2 1
32 3 3
32 5 2
32 6 1
32 7 3
32 8 2
32 9 2
32 10 1
32 11 2
32 12 2
32 13 2
32 14 3
32 16 2
32 17 1
32 18 1
32 20 2
32 22 2
32 24 1
32 27 2
32 28 2
32 29 3
32 32 2
32 33 3
32 34 2
32 37 0
32 38 2
33 3 2
33 4 2
33 5 2
33 6 1
33 8 1
33 11 2
33 15 2
33 16 2
33 17 1
