30 25
1 1 2
1 4 3
1 6 3
1 7 3
1 8 2
1 9 2
1 11 2
1 12 2
1 13 3
1 14 3
1 15 2
1 22 1
1 23 2
1 25 3
2 1 2
2 5 3
2 7 2
2 13 2
2 15 2
2 16 2
2 20 3
3 2 2
3 5 2
3 6 1
3 7 3
3 11 1
3 13 2
3 15 1
3 17 3
3 19 2
3 20 2
3 21 2
3 22 2
3 23 1
3 25 1
4 1 2
4 2 1
4 3 3
4 7 1
4 9 2
4 11 2
4 14 1
4 15 2
4 17 1
4 19 1
4 22 3
4 24 2
4 25 2
5 4 3
5 5 1
5 10 2
5 12 2
5 13 2
5 20 3
5 21 2
6 1 1
6 5 2
6 7 3
6 8 3
6 9 2
6 11 2
6 12 1
6 14 2
6 16 3
6 18 2
6 20 3
6 22 2
7 3 2
7 6 1
7 7 2
7 8 2
7 11 3
7 13 1
7 18 2
7 20 3
7 22 3
7 24 1
8 2 1
8 5 3
8 14 2
8 15 1
8 16 1
8 23 3
8 25 3
9 1 2
9 3 3
9 6 2
9 12 1
9 15 3
9 19 2
9 21 2
9 24 1
10 1 1
10 8 2
10 9 2
10 16 2
10 17 3
10 20 1
10 21 2
10 22 2
11 1 2
11 2 2
11 4 2
11 7 1
11 10 2
11 11 1
11 14 3
11 15 1
11 16 1
11 17 2
11 19 3
11 20 2
11 21 3
11 22 1
11 24 2
11 25 3
12 1 2
12 2 3
12 4 2
12 10 2
12 12 3
12 17 2
12 18 2
12 19 2
12 21 3
12 23 3
12 24 2
12 25 3
13 3 1
13 4 2
13 6 2
13 8 1
13 9 2
13 10 2
13 13 1
13 20 3
13 21 2
13 24 1
14 3 3
14 4 2
14 5 2
14 6 3
14 8 3
14 10 2
14 11 1
14 12 3
14 14 2
14 16 2
14 17 3
14 19 2
14 22 3
15 3 2
15 6 1
15 7 2
15 11 2
15 13 2
15 14 3
15 21 2
15 23 1
15 24 1
16 1 3
16 2 1
16 5 1
16 10 3
16 11 3
16 14 2
16 15 2
16 17 1
16 21 2
16 22 2
16 25 2
17 3 2
17 8 3
17 16 2
17 18 2
17 19 3
17 22 3
17 25 0
18 1 3
18 2 2
18 4 2
18 7 1
18 10 2
18 12 2
18 16 3
18 19 0
18 23 3
18 25 2
19 1 2
19 3 2
19 6 2
19 8 0
19 10 0
19 13 2
19 14 2
19 16 2
19 18 3
19 24 1
20 2 2
20 3 1
20 6 3
20 8 2
20 11 3
20 13 3
20 15 2
20 16 2
20 19 2
20 20 3
21 1 2
21 4 2
21 5 2
21 8 2
21 9 2
21 12 2
21 15 2
21 16 1
21 17 3
21 18 1
21 19 2
21 20 2
21 22 3
22 3 1
22 4 3
22 5 2
22 6 1
22 11 3
22 14 2
22 19 2
22 20 2
22 21 2
22 22 1
22 25 2
23 7 2
23 8 2
23 9 0
23 15 3
23 18 1
23 22 3
23 25 1
24 1 3
24 4 2
24 5 1
24 7 2
24 16 2
24 19 2
24 20 2
24 21 2
24 24 3
25 3 3
25 6 3
25 9 1
25 10 2
25 12 3
25 19 2
25 20 2
25 21 2
25 25 2
26 1 1
26 6 3
26 9 1
26 10 1
26 11 2
26 12 3
26 13 2
26 14 3
26 15 3
26 18 1
26 20 2
26 21 3
26 23 1
26 24 2
26 25 3
27 3 2
27 4 2
27 5 3
27 6 2
27 8 3
27 9 2
27 10 3
27 13 2
27 18 2
27 23 3
28 5 2
28 10 2
28 11 1
28 13 2
28 14 2
28 15 3
28 17 3
28 19 3
28 22 2
28 23 2
28 24 0
28 25 3
29 2 2
29 3 2
29 4 2
29 5 3
29 6 2
29 7 1
29 8 2
29 9 2
29 13 1
29 15 2
29 16 2
29 17 1
29 18 2
29 19 2
29 21 2
29 22 2
30 1 3
30 3 3
30 4 2
30 5 2
30 8 3
30 10 2
30 12 3
30 14 3
30 17 3
30 25 3
