15 15
1 2 0
1 4 0
1 6 2
1 7 1
1 11 3
2 1 3
2 3 3
2 4 2
2 6 1
2 7 0
2 9 3
2 11 3
2 13 0
3 2 3
3 3 2
3 4 2
3 6 3
3 8 2
3 11 2
3 13 1
4 3 0
4 4 3
4 8 3
4 9 3
4 11 2
4 13 1
5 2 0
5 4 3
5 5 2
5 7 0
5 10 2
5 13 2
6 1 3
6 3 0
6 4 2
6 6 0
6 7 1
6 10 2
6 11 1
6 12 2
7 1 2
7 3 2
7 4 2
7 5 2
7 6 2
7 8 3
7 9 2
7 10 3
7 11 2
7 12 3
7 13 2
8 2 2
8 4 1
8 6 2
8 7 2
8 10 2
8 11 0
9 3 3
9 7 2
9 8 2
9 9 2
9 10 3
9 12 0
10 1 3
10 2 1
10 4 2
10 5 2
10 9 2
10 11 1
10 13 3
11 7 2
11 9 2
11 11 3
11 12 1
12 3 2
12 6 2
12 7 1
12 9 2
12 10 2
12 13 0
13 1 3
13 2 0
13 3 0
13 4 1
13 6 0
13 7 2
13 8 2
13 10 2
13 11 2
13 12 1
