20 20
1 4 3
1 5 3
1 10 1
1 14 2
1 19 1
1 20 3
2 1 2
2 3 1
2 4 2
2 5 0
2 7 0
2 10 1
2 11 3
2 12 1
2 13 3
2 14 2
2 15 2
2 16 2
2 17 0
2 18 3
2 20 3
3 1 3
3 3 1
3 4 3
3 10 0
3 12 2
3 15 3
3 16 3
3 20 2
4 1 2
4 3 3
4 6 2
4 8 3
4 9 3
4 10 2
4 12 1
4 15 2
4 16 0
4 17 2
4 18 2
4 20 2
5 2 2
5 4 1
5 5 2
5 6 1
5 7 2
5 8 2
5 12 1
5 14 1
5 17 3
5 20 2
6 1 2
6 4 2
6 5 2
6 6 1
6 19 2
6 20 3
7 1 3
7 2 1
7 5 1
7 6 2
7 7 2
7 8 2
7 9 2
7 11 3
7 12 1
7 13 3
7 14 2
7 15 1
7 17 2
7 18 2
7 19 2
8 1 2
8 6 2
8 8 2
8 11 3
8 14 2
8 15 1
8 16 3
8 17 3
8 19 2
8 20 3
9 2 2
9 3 1
9 4 3
9 5 1
9 6 3
9 9 3
9 10 1
9 11 3
9 13 3
9 14 2
9 15 3
9 18 1
9 19 3
9 20 2
10 4 3
10 6 2
10 10 2
10 17 3
11 2 2
11 3 2
11 4 2
11 6 2
11 7 2
11 10 2
11 11 1
11 12 3
11 14 3
11 16 3
11 17 1
12 4 1
12 8 2
12 10 3
12 13 1
12 17 2
13 5 2
13 11 1
13 12 1
13 17 3
13 18 2
13 19 2
14 3 3
14 4 0
14 5 2
14 6 3
14 7 2
14 9 2
14 10 3
14 11 2
14 12 2
14 13 2
14 14 3
14 16 1
14 17 2
14 18 2
15 2 2
15 6 2
15 9 3
15 11 2
15 14 3
15 15 2
16 2 3
16 6 3
16 7 2
16 10 2
16 14 2
16 16 2
16 17 1
16 18 2
16 20 2
17 3 2
17 6 2
17 7 2
17 8 2
17 10 2
17 11 3
17 12 3
17 13 2
17 16 2
17 17 1
17 18 0
17 19 3
18 3 3
18 6 3
18 7 2
18 8 3
18 9 2
18 10 1
18 12 1
18 17 3
18 19 3
19 3 3
19 4 2
19 5 1
19 6 3
19 8 2
19 10 2
19 16 3
19 17 2
19 18 2
20 2 2
20 3 3
20 8 3
20 9 3
20 14 3
20 15 2
20 18 3
20 19 2
