15 15
1 1 3
1 4 3
1 5 3
1 6 3
1 8 1
2 1 2
2 2 2
2 5 2
2 8 2
2 10 0
2 11 2
2 12 3
2 13 3
3 2 2
3 4 2
3 5 3
3 7 2
3 8 2
3 9 0
3 11 2
4 1 3
4 4 2
4 5 2
4 6 2
4 7 2
4 11 3
4 12 2
5 3 2
5 6 1
5 8 2
5 9 3
5 10 1
5 12 1
6 3 2
6 5 1
6 7 3
6 9 2
6 10 2
6 11 3
6 13 2
7 1 3
7 3 2
7 5 3
7 6 1
7 8 2
7 9 2
7 10 2
7 12 2
7 13 2
8 1 2
8 3 3
8 5 2
8 6 0
8 8 3
8 9 1
8 12 1
8 13 2
9 1 2
9 3 2
9 4 2
9 5 3
9 7 0
9 10 1
9 11 1
9 12 3
9 13 3
10 1 1
10 3 2
10 4 2
10 6 1
10 7 1
10 8 0
10 9 1
10 11 1
11 1 1
11 3 2
11 6 3
11 7 2
11 9 0
12 1 2
12 3 1
12 6 2
12 8 3
12 10 0
12 12 3
13 2 3
13 5 1
13 6 2
13 8 3
13 10 1
