20 20
1 1 2
1 2 3
1 5 2
1 6 2
1 8 1
1 10 3
1 11 3
1 12 3
1 13 2
1 15 3
1 16 2
1 17 2
2 1 2
2 3 3
2 7 2
2 8 2
2 10 2
2 12 1
2 13 2
2 14 2
2 15 3
3 1 2
3 3 2
3 6 2
3 10 2
3 13 2
3 15 3
3 16 2
3 18 3
4 2 2
4 4 3
4 6 3
4 7 2
4 8 3
4 9 0
4 11 1
4 12 2
4 18 1
5 1 2
5 2 3
5 3 2
5 4 3
5 5 0
5 7 0
5 8 3
5 10 2
5 12 2
5 14 2
5 18 2
6 1 3
6 2 1
6 3 1
6 6 1
6 10 3
6 11 1
6 12 3
6 15 3
6 18 3
7 1 2
7 4 0
7 9 1
7 13 1
7 16 2
7 17 1
7 18 2
8 6 3
8 9 3
8 12 0
8 16 2
9 1 2
9 2 1
9 3 2
9 4 2
9 6 2
9 7 1
9 8 2
9 11 3
9 12 2
9 14 1
9 18 2
10 1 3
10 3 1
10 6 2
10 8 3
10 11 2
10 13 2
10 14 2
10 17 3
10 18 3
11 2 2
11 3 2
11 4 3
11 5 2
11 6 1
11 9 1
11 11 0
11 13 3
11 14 1
12 1 1
12 3 1
12 6 0
12 9 1
12 10 2
12 13 2
12 15 2
12 17 3
13 2 2
13 4 3
13 5 2
13 6 1
13 9 0
13 10 2
13 13 3
13 15 1
13 17 2
14 1 3
14 2 3
14 3 2
14 5 2
14 6 1
14 7 1
14 10 3
14 12 2
14 13 2
14 15 3
14 18 3
15 3 3
15 4 2
15 6 1
15 7 1
15 9 0
15 10 3
15 13 1
15 15 2
15 17 2
16 4 1
16 5 2
16 6 1
16 7 2
16 8 1
16 10 3
16 12 2
16 13 2
16 14 3
16 15 2
16 16 2
16 17 2
16 18 0
17 1 3
17 2 2
17 3 3
17 4 2
17 5 2
17 6 3
17 10 2
17 11 2
17 12 2
17 14 2
17 16 2
17 17 3
18 6 1
18 8 3
18 14 3
18 15 2
18 16 3
18 17 2
18 18 2
