30 25
1 1 3
1 4 3
1 6 1
1 9 3
1 15 2
1 18 3
1 20 3
1 21 3
1 22 3
1 23 3
1 24 2
2 4 1
2 9 2
2 10 1
2 11 2
2 14 2
2 16 3
2 18 2
2 19 1
2 20 2
2 23 2
2 24 2
3 1 2
3 4 2
3 8 3
3 9 3
3 10 3
3 11 2
3 14 2
3 16 0
3 17 1
3 18 1
3 19 0
3 24 2
3 25 1
4 1 2
4 2 1
4 3 3
4 7 2
4 9 0
4 11 1
4 12 3
4 14 3
4 16 1
4 17 2
4 25 3
5 2 2
5 6 2
5 7 1
5 9 3
5 11 3
5 13 2
5 18 1
5 20 3
5 21 1
5 22 2
5 24 3
5 25 1
6 2 3
6 3 3
6 5 2
6 9 1
6 11 1
6 13 3
6 14 2
6 15 3
6 17 2
6 19 1
6 20 2
6 23 2
6 25 2
7 3 2
7 4 1
7 6 2
7 8 2
7 9 2
7 11 2
7 12 3
7 14 1
7 15 2
7 16 3
7 17 1
7 18 2
7 19 2
7 21 2
8 3 2
8 4 1
8 8 1
8 9 2
8 11 1
8 16 2
8 18 2
8 19 1
8 20 2
8 21 2
8 23 1
8 25 1
9 1 2
9 4 2
9 6 1
9 7 2
9 8 2
9 9 3
9 10 1
9 12 3
9 13 1
9 15 2
9 16 2
9 18 2
9 19 2
10 1 2
10 3 2
10 5 2
10 6 1
10 7 1
10 13 2
10 17 3
10 18 2
10 19 3
10 20 2
10 24 1
11 1 3
11 3 1
11 8 2
11 10 1
11 12 2
11 13 3
11 17 1
11 22 1
11 24 3
12 1 3
12 2 2
12 3 3
12 4 1
12 5 3
12 6 1
12 7 3
12 8 1
12 11 3
12 13 2
12 17 3
12 24 1
13 1 3
13 2 0
13 11 1
13 13 3
13 14 2
13 15 2
13 16 1
13 18 2
13 19 2
13 20 3
13 21 1
13 22 1
13 24 1
14 4 1
14 9 1
14 11 1
14 14 1
14 16 2
14 18 2
14 21 1
14 23 3
14 24 2
14 25 2
15 3 2
15 6 2
15 7 2
15 8 3
15 11 2
15 12 3
15 18 2
15 19 2
15 20 1
15 21 3
15 22 2
15 23 0
15 24 2
16 2 3
16 3 1
16 4 2
16 5 0
16 6 1
16 7 1
16 8 2
16 9 1
16 10 3
16 13 0
16 14 2
16 17 1
16 21 2
16 22 3
16 23 2
17 2 2
17 5 3
17 11 2
17 13 2
17 14 2
17 19 2
17 20 1
17 21 3
17 23 1
17 24 1
18 1 2
18 4 2
18 8 2
18 9 2
18 12 1
18 14 2
18 17 1
18 20 2
18 21 1
18 22 1
18 24 2
19 1 2
19 3 2
19 4 1
19 5 1
19 6 3
19 8 3
19 10 2
19 11 3
19 12 2
19 13 2
19 20 3
19 22 2
20 1 3
20 4 1
20 6 2
20 7 1
20 8 2
20 10 2
20 11 0
20 13 3
20 16 3
20 18 2
20 20 3
20 23 2
20 24 3
21 1 2
21 4 2
21 6 1
21 8 2
21 11 2
21 12 3
21 13 1
21 16 2
21 18 1
21 19 2
21 22 2
21 24 1
21 25 2
22 3 2
22 4 2
22 5 3
22 6 2
22 7 2
22 8 0
22 9 1
22 12 3
22 16 2
22 18 2
22 19 1
22 20 2
22 23 1
22 25 3
23 1 1
23 4 2
23 5 2
23 9 2
23 13 1
23 19 2
23 20 1
23 21 1
23 22 1
23 24 2
24 5 3
24 9 2
24 10 2
24 12 1
24 13 0
24 15 1
24 16 0
24 18 1
24 19 2
24 20 2
24 21 2
24 22 1
25 1 1
25 9 1
25 13 1
25 15 3
25 17 2
25 18 2
25 20 2
25 22 3
25 23 2
25 25 2
26 2 2
26 4 3
26 6 3
26 7 1
26 9 3
26 10 1
26 13 3
26 15 1
26 16 1
26 17 2
26 19 2
27 4 2
27 6 2
27 7 2
27 8 1
27 9 1
27 10 2
27 12 1
27 13 1
27 14 2
27 16 3
27 19 2
27 24 2
27 25 2
28 2 2
28 3 1
28 4 3
28 5 1
28 6 3
28 9 1
28 11 1
28 13 2
28 14 2
28 16 1
28 18 2
28 25 2
29 4 3
29 7 2
29 9 2
29 10 2
29 11 2
29 13 2
29 14 2
29 17 3
29 18 2
29 21 3
29 22 1
29 23 2
29 24 0
29 25 3
30 2 2
30 3 3
30 4 2
30 12 2
30 13 3
30 17 1
30 24 2
