25 25
1 1 3
1 3 1
1 4 3
1 6 2
1 7 2
1 10 1
1 11 3
1 12 2
1 14 3
1 17 3
1 18 1
1 19 1
1 20 3
1 21 2
2 1 2
2 6 3
2 11 3
2 12 2
2 13 2
2 14 3
2 16 1
2 17 2
2 19 2
2 20 1
2 21 2
2 23 2
3 2 2
3 3 2
3 5 0
3 6 2
3 7 2
3 8 2
3 9 2
3 11 2
3 13 0
3 15 2
3 17 2
3 21 2
3 22 2
4 1 3
4 2 3
4 5 2
4 6 3
4 9 3
4 12 2
4 14 3
4 15 3
4 16 1
4 17 2
4 18 2
4 19 3
4 22 1
4 23 2
5 2 1
5 4 2
5 5 0
5 8 0
5 10 2
5 11 1
5 12 1
5 15 1
5 16 0
5 19 3
5 21 0
5 22 2
6 3 2
6 4 0
6 5 1
6 6 3
6 10 3
6 12 0
6 13 2
6 14 3
6 17 2
6 18 2
6 19 2
6 22 3
7 1 1
7 4 1
7 5 0
7 7 2
7 8 2
7 11 3
7 13 3
7 15 2
7 16 3
7 20 3
7 21 2
7 22 3
8 2 1
8 3 1
8 4 2
8 6 3
8 7 2
8 8 2
8 11 3
8 13 2
8 14 2
8 15 2
8 16 3
8 18 0
8 19 2
8 22 2
9 2 3
9 5 2
9 6 3
9 7 2
9 8 1
9 9 3
9 11 1
9 12 3
9 13 2
9 17 0
9 19 3
9 20 2
9 22 3
10 3 3
10 7 1
10 8 3
10 9 2
10 12 3
10 13 2
10 15 2
10 16 3
10 17 1
10 18 0
10 19 3
10 21 1
10 23 2
11 2 3
11 4 2
11 5 3
11 6 2
11 7 1
11 8 2
11 9 2
11 10 3
11 14 1
11 15 2
11 17 2
11 19 3
12 2 3
12 5 0
12 10 2
12 12 1
12 15 2
12 17 2
12 20 2
12 22 2
12 23 2
13 4 1
13 6 2
13 7 1
13 8 2
13 13 3
13 14 1
13 17 2
13 19 1
13 20 2
13 23 2
14 2 3
14 5 2
14 7 2
14 8 3
14 10 3
14 13 2
14 15 3
14 17 3
14 18 2
14 19 2
14 20 3
14 23 3
15 2 2
15 5 2
15 6 2
15 8 2
15 10 2
15 12 3
15 14 3
15 17 2
15 19 3
15 20 2
15 21 1
15 23 2
16 1 3
16 2 2
16 3 3
16 5 3
16 6 2
16 7 3
16 10 2
16 12 3
16 15 2
16 17 3
16 21 3
16 22 3
17 3 2
17 8 2
17 9 3
17 12 2
17 13 2
17 14 3
17 17 1
17 20 0
17 21 1
17 22 1
18 1 2
18 3 1
18 5 3
18 6 3
18 7 3
18 9 2
18 12 2
18 15 2
18 16 0
18 17 0
18 18 1
18 23 2
19 1 2
19 3 0
19 4 0
19 6 1
19 8 0
19 11 1
19 13 2
19 14 1
19 15 2
19 18 0
19 21 2
19 22 2
19 23 2
20 1 3
20 4 2
20 7 1
20 8 2
20 10 1
20 11 2
20 13 2
20 18 3
20 19 2
20 21 1
20 22 2
20 23 2
21 1 1
21 2 1
21 4 2
21 5 0
21 8 3
21 10 3
21 11 2
21 13 2
21 14 0
21 15 1
21 16 2
21 17 2
21 18 2
21 23 2
22 7 0
22 8 3
22 11 3
22 12 2
22 13 2
22 18 1
22 19 2
22 20 2
22 22 1
22 23 1
23 2 2
23 3 3
23 4 3
23 8 2
23 12 0
23 13 2
23 15 2
23 17 0
23 18 0
23 21 3
