15 15
1 2 1
1 3 3
1 6 1
1 7 2
1 8 2
1 10 1
1 11 3
1 13 2
2 1 3
2 2 2
2 3 2
2 4 3
2 7 2
2 8 0
2 13 1
3 1 2
3 2 1
3 4 1
3 5 1
3 6 3
3 9 3
3 10 2
3 11 2
3 12 2
4 1 2
4 2 2
4 9 2
4 12 2
4 13 1
5 1 0
5 4 1
5 5 3
5 9 1
5 10 2
5 11 2
5 12 3
5 13 2
6 2 3
6 5 3
6 7 3
6 8 2
6 12 3
7 2 2
7 4 0
7 5 3
7 7 2
7 8 0
7 12 2
8 1 1
8 5 3
8 7 3
8 9 3
8 11 2
8 12 2
8 13 2
9 1 2
9 2 2
9 3 2
9 8 2
9 9 2
9 10 1
9 12 1
9 13 2
10 1 2
10 3 2
10 5 3
10 6 2
10 9 3
11 2 2
11 3 3
11 5 2
11 9 2
11 10 1
11 11 3
11 12 2
12 1 3
12 3 2
12 4 2
12 5 3
12 6 1
12 7 2
13 4 2
13 8 2
13 9 2
13 13 1
