15 15
1 1 2
1 8 3
1 9 3
1 12 3
2 1 2
2 2 2
2 5 3
2 6 2
2 8 2
2 11 2
2 13 2
2 14 3
3 2 3
3 5 3
3 9 2
3 10 1
3 11 2
3 13 2
3 14 2
3 15 2
4 4 2
4 6 2
4 8 3
4 10 2
4 11 2
4 12 2
5 2 2
5 4 1
5 12 3
6 3 3
6 6 1
6 7 1
6 8 2
6 10 3
6 11 2
6 12 2
6 14 2
7 3 2
7 4 3
7 5 3
7 7 3
7 9 1
7 14 2
8 3 0
8 5 1
8 6 2
8 7 1
8 9 2
8 13 3
9 3 2
9 6 3
9 7 2
9 11 1
9 13 1
9 14 3
10 3 3
10 6 2
10 7 0
10 10 3
10 13 2
11 1 1
11 4 1
11 6 3
11 8 3
11 9 2
11 10 2
12 2 3
12 3 3
12 4 3
12 5 3
12 9 3
12 10 2
12 11 2
12 12 2
13 2 1
13 4 1
13 6 2
13 9 3
13 10 1
13 13 2
13 15 3
14 3 2
14 6 3
14 12 2
14 13 3
15 2 2
15 3 2
15 4 2
15 5 2
15 6 2
15 8 3
15 11 2
15 12 3
15 14 3
15 15 2
