15 15
1 1 3
1 2 2
1 3 0
1 5 3
1 6 2
1 7 2
1 8 2
1 9 3
1 10 3
1 12 3
1 13 1
2 1 1
2 2 2
2 3 2
2 5 2
2 6 2
2 8 1
2 11 2
3 5 2
3 7 3
3 8 2
3 9 2
3 10 2
3 12 2
3 13 3
4 2 2
4 3 2
4 4 3
4 5 3
4 6 2
4 7 2
4 11 2
4 13 2
5 2 1
5 3 0
5 4 2
5 6 2
5 8 2
5 9 3
5 11 3
6 1 2
6 8 0
6 10 1
6 12 3
7 3 2
7 4 1
7 5 0
7 6 1
7 7 3
7 10 3
8 3 3
8 6 1
8 8 1
8 9 1
8 10 1
8 11 1
8 12 2
9 1 3
9 4 2
9 5 3
9 6 2
9 8 2
9 9 3
9 10 2
9 13 3
10 1 1
10 2 2
10 6 1
10 9 2
10 10 2
11 2 3
11 3 1
11 6 2
11 7 2
11 9 2
11 10 2
11 12 2
11 13 0
12 1 0
12 7 2
12 8 2
12 9 3
12 10 3
12 12 2
12 13 3
13 3 3
13 10 2
13 13 2
