20 20
1 2 3
1 4 2
1 6 2
1 8 0
1 9 2
1 10 3
1 12 0
1 14 2
1 15 2
1 17 2
1 18 2
2 3 3
2 5 3
2 7 2
2 8 2
2 9 2
2 10 1
2 16 3
3 1 3
3 6 0
3 8 2
3 9 2
3 11 1
3 14 3
3 18 1
4 1 1
4 2 1
4 3 2
4 6 1
4 7 1
4 9 2
4 10 1
4 12 0
4 14 1
4 15 2
4 16 3
4 17 2
4 18 3
5 2 0
5 4 2
5 5 2
5 6 3
5 8 2
5 10 2
5 11 3
5 15 1
5 17 1
5 18 2
6 2 1
6 3 0
6 5 1
6 8 3
6 9 2
6 11 2
6 12 2
6 13 2
6 14 2
6 15 2
6 16 3
6 17 3
6 18 2
7 3 0
7 7 1
7 9 0
7 10 2
7 14 2
7 15 2
8 1 3
8 2 0
8 3 2
8 4 2
8 7 3
8 10 3
8 12 2
8 13 2
8 14 2
8 15 2
8 16 2
8 17 2
8 18 3
9 2 3
9 3 2
9 4 0
9 6 2
9 9 0
9 11 1
9 12 2
9 14 2
9 17 2
10 2 2
10 6 1
10 7 2
10 8 3
10 10 0
10 12 3
10 14 2
10 16 1
10 17 3
10 18 2
11 1 3
11 5 1
11 7 2
11 9 1
11 10 0
11 15 1
11 16 0
12 5 1
12 6 3
12 12 3
12 15 3
12 16 2
12 17 3
13 1 0
13 2 2
13 4 2
13 6 2
13 7 2
13 9 3
13 12 2
13 13 0
13 14 1
13 15 2
13 18 2
14 2 3
14 3 0
14 4 1
14 5 2
14 6 2
14 10 0
14 11 1
14 12 3
14 14 1
14 16 3
14 17 2
14 18 3
15 1 0
15 2 3
15 4 1
15 6 3
15 8 1
15 9 3
15 12 3
15 13 0
15 15 2
15 17 3
15 18 2
16 2 3
16 4 3
16 5 1
16 7 0
16 15 2
17 1 0
17 2 2
17 3 2
17 4 1
17 6 3
17 9 2
17 11 3
17 12 1
17 13 3
17 15 1
17 16 1
17 18 2
18 4 3
18 7 3
18 10 3
18 13 2
18 14 1
18 15 2
18 18 1
