25 25
1 1 3
1 4 3
1 5 2
1 6 3
1 7 2
1 9 3
1 10 2
1 11 1
1 12 3
1 14 1
1 15 1
1 20 3
1 21 1
1 22 2
2 1 2
2 3 1
2 4 2
2 5 3
2 7 2
2 12 1
2 13 2
2 17 1
2 18 3
2 22 2
3 1 1
3 2 2
3 3 2
3 4 2
3 6 0
3 7 2
3 10 1
3 11 3
3 12 2
3 14 3
3 17 2
3 19 2
3 20 3
4 1 2
4 3 1
4 5 3
4 7 3
4 10 0
4 11 2
4 14 2
4 15 0
4 17 3
4 19 3
4 21 1
4 23 2
5 1 2
5 5 3
5 6 0
5 7 2
5 8 2
5 11 2
5 16 2
5 18 0
5 21 2
5 23 3
6 3 2
6 4 0
6 5 3
6 6 1
6 9 3
6 14 2
6 15 2
6 17 3
6 19 1
6 21 2
7 3 2
7 4 2
7 5 3
7 8 2
7 9 3
7 10 1
7 11 2
7 12 2
7 17 1
7 18 2
7 20 1
7 21 1
7 22 2
8 1 0
8 2 3
8 6 2
8 7 2
8 8 1
8 9 2
8 11 1
8 14 1
8 16 2
8 20 2
8 21 3
8 22 2
8 23 2
9 2 2
9 4 3
9 5 3
9 6 3
9 7 2
9 8 1
9 14 0
9 16 2
9 17 3
9 20 3
9 22 2
9 23 2
10 2 0
10 4 2
10 9 1
10 10 1
10 11 2
10 13 2
10 14 0
10 15 2
10 16 1
10 22 3
10 23 2
11 8 2
11 9 2
11 11 2
11 12 1
11 13 3
11 14 2
11 17 3
11 18 2
11 19 2
11 21 0
11 23 2
12 1 3
12 3 0
12 5 1
12 6 1
12 7 3
12 8 3
12 10 2
12 12 1
12 13 3
12 16 0
12 18 2
12 19 2
12 23 3
13 1 1
13 3 1
13 4 2
13 8 0
13 12 0
13 14 2
13 15 0
13 18 2
13 19 2
13 20 3
13 21 3
13 23 2
14 2 3
14 3 3
14 5 1
14 7 1
14 10 2
14 11 1
14 14 2
14 16 3
14 17 2
14 18 1
14 22 2
14 23 3
15 6 1
15 7 2
15 8 2
15 15 2
15 17 3
15 18 2
15 19 3
15 23 2
16 1 3
16 3 2
16 4 2
16 5 3
16 7 3
16 8 2
16 9 2
16 10 1
16 11 3
16 12 1
16 13 3
16 19 2
16 22 3
16 23 2
17 2 1
17 4 1
17 5 2
17 7 2
17 9 2
17 11 2
17 13 3
17 16 3
17 17 1
17 19 3
17 21 2
17 22 2
18 3 1
18 5 3
18 6 2
18 7 2
18 8 1
18 9 1
18 10 2
18 11 2
18 17 3
18 19 2
18 21 1
18 22 2
18 23 2
19 1 3
19 3 1
19 5 2
19 6 2
19 8 1
19 9 2
19 11 2
19 12 1
19 14 3
19 15 1
19 16 0
19 19 3
19 20 2
19 21 2
19 22 3
20 2 2
20 4 3
20 5 2
20 6 2
20 7 2
20 9 2
20 12 2
20 13 3
20 14 1
20 15 2
20 17 3
20 23 2
21 1 3
21 3 2
21 4 1
21 6 2
21 7 2
21 11 2
21 13 2
21 15 2
21 17 2
21 18 2
21 19 3
21 21 2
21 22 2
21 23 1
22 2 3
22 3 3
22 4 1
22 5 1
22 6 2
22 7 3
22 8 2
22 11 2
22 12 1
22 13 1
22 15 2
22 16 2
22 18 2
22 19 1
22 21 2
22 22 2
22 23 2
23 1 0
23 2 2
23 3 2
23 7 2
23 8 2
23 11 2
23 14 2
23 15 2
23 20 0
23 21 3
23 23 2
