15 15
1 2 3
1 3 2
1 6 1
1 10 3
1 11 2
1 12 3
2 4 2
2 6 1
2 7 1
2 8 2
2 9 2
2 10 2
2 11 3
2 12 2
3 1 3
3 2 3
3 3 3
3 4 1
3 5 1
3 6 3
3 8 1
3 9 2
3 12 1
4 1 2
4 3 2
4 7 0
4 12 2
4 13 2
5 1 3
5 2 2
5 3 3
5 6 3
5 8 3
5 9 1
5 10 0
5 11 2
5 12 2
6 1 2
6 2 0
6 5 2
6 6 2
6 9 2
6 12 3
6 13 2
7 3 2
7 4 2
7 7 3
7 10 3
7 12 3
8 2 3
8 3 2
8 4 3
8 5 2
8 6 2
8 7 2
8 8 0
8 9 1
9 1 0
9 2 2
9 4 2
9 7 3
9 12 2
10 7 2
10 8 1
10 10 1
10 11 3
10 12 2
11 1 0
11 3 1
11 5 1
11 6 1
11 7 3
11 9 2
11 10 3
12 1 2
12 3 2
12 4 2
12 6 3
12 7 2
12 9 2
12 11 0
12 13 2
13 2 2
13 4 0
13 7 2
13 8 1
13 10 3
13 12 0
13 13 2
