40 40
1 2 3
1 3 2
1 5 3
1 6 2
1 7 3
1 9 3
1 11 2
1 12 2
1 13 1
1 14 0
1 19 1
1 21 3
1 24 0
1 28 0
1 31 3
1 33 0
1 34 2
1 37 2
1 38 0
2 7 2
2 8 2
2 11 1
2 13 2
2 15 3
2 19 0
2 21 2
2 22 1
2 25 3
2 26 1
2 27 2
2 28 2
2 29 3
2 30 3
2 31 1
2 33 2
2 34 2
2 36 0
3 1 3
3 2 2
3 6 2
3 7 2
3 15 3
3 18 3
3 20 3
3 21 2
3 22 1
3 23 1
3 25 3
3 31 0
3 36 3
4 2 2
4 4 3
4 6 2
4 7 3
4 10 2
4 11 3
4 12 1
4 14 2
4 18 2
4 19 2
4 24 2
4 26 0
4 28 3
4 32 2
4 33 1
4 37 2
4 38 2
5 1 1
5 4 2
5 6 2
5 12 2
5 13 1
5 14 3
5 15 1
5 17 2
5 18 2
5 19 3
5 21 2
5 22 2
5 24 2
5 26 0
5 27 0
5 29 1
5 30 2
5 35 1
6 1 3
6 2 2
6 4 2
6 6 2
6 7 2
6 8 3
6 10 2
6 15 1
6 16 1
6 20 2
6 22 3
6 23 2
6 26 0
6 28 0
6 31 3
6 32 2
6 33 3
6 35 2
6 37 2
7 3 3
7 4 2
7 5 1
7 7 1
7 10 2
7 11 3
7 14 1
7 15 3
7 16 2
7 20 2
7 22 3
7 29 2
7 31 3
7 34 1
7 36 1
7 37 0
8 2 0
8 3 2
8 5 1
8 7 1
8 8 2
8 9 3
8 12 0
8 14 2
8 15 3
8 17 3
8 18 2
8 20 3
8 22 2
8 25 2
8 27 0
8 29 1
8 31 1
8 35 2
8 36 2
8 38 1
9 1 2
9 2 3
9 3 2
9 8 2
9 10 2
9 12 0
9 15 3
9 20 2
9 24 1
9 25 2
9 26 1
9 27 0
9 28 1
9 32 3
9 33 2
10 1 1
10 6 3
10 10 1
10 11 3
10 14 2
10 17 0
10 22 2
10 25 3
10 30 1
10 31 0
10 34 1
10 37 3
11 1 2
11 4 2
11 5 2
11 6 2
11 7 2
11 8 0
11 9 2
11 12 0
11 14 2
11 15 3
11 18 3
11 20 2
11 23 3
11 26 3
11 30 3
11 31 3
11 32 3
11 35 1
11 37 2
12 3 3
12 8 2
12 9 1
12 12 1
12 15 1
12 16 2
12 20 2
12 21 2
12 25 2
12 30 0
12 31 2
12 38 2
13 3 3
13 5 1
13 6 2
13 7 1
13 9 2
13 12 3
13 13 2
13 16 3
13 17 0
13 18 0
13 19 1
13 22 2
13 25 2
13 26 2
13 27 1
13 31 2
13 33 3
13 35 1
13 36 3
13 37 2
14 1 0
14 3 2
14 8 3
14 9 2
14 12 2
14 13 0
14 18 0
14 20 2
14 21 2
14 22 2
14 23 2
14 25 3
14 27 0
14 28 1
14 29 3
14 31 2
14 36 2
14 38 1
15 3 2
15 5 3
15 10 2
15 12 3
15 15 1
15 20 2
15 21 1
15 22 2
15 23 2
15 25 2
15 28 2
15 29 1
15 32 2
15 35 2
15 36 2
15 37 3
15 38 2
16 1 1
16 3 3
16 5 1
16 6 0
16 9 2
16 10 2
16 12 2
16 15 3
16 17 2
16 18 3
16 20 2
16 23 3
16 27 3
16 30 1
16 31 2
16 32 2
17 1 3
17 2 2
17 7 2
17 8 1
17 13 3
17 15 3
17 17 2
17 20 2
17 22 0
17 25 3
17 26 1
17 30 3
17 33 2
17 34 2
17 36 2
17 38 1
18 3 2
18 4 2
18 11 2
18 13 2
18 14 1
18 16 3
18 18 0
18 20 2
18 21 3
18 26 0
18 29 0
18 33 2
18 34 3
19 6 3
19 8 2
19 9 3
19 10 2
19 14 3
19 18 0
19 20 1
19 24 3
19 25 1
19 34 2
19 35 0
19 38 3
20 1 0
20 2 3
20 4 0
20 5 0
20 8 1
20 12 3
20 15 0
20 19 3
20 25 3
20 26 2
20 27 1
20 29 3
20 30 0
20 31 2
20 34 3
20 35 1
20 37 1
21 3 0
21 4 0
21 6 2
21 7 3
21 10 2
21 13 3
21 17 2
21 19 2
21 21 3
21 23 2
21 24 1
21 25 2
21 27 1
21 32 0
21 35 2
21 36 3
22 1 0
22 8 3
22 12 3
22 13 2
22 14 2
22 15 3
22 18 1
22 31 3
22 32 2
22 36 1
23 2 3
23 5 0
23 7 0
23 8 2
23 9 1
23 10 2
23 13 2
23 14 2
23 18 1
23 22 0
23 23 2
23 25 3
23 28 2
23 33 2
23 34 0
23 36 2
23 38 3
24 1 0
24 3 1
24 4 1
24 5 1
24 6 3
24 8 3
24 10 2
24 18 2
24 21 3
24 23 1
24 24 2
24 25 0
24 27 2
24 28 0
24 30 2
24 31 2
25 3 2
25 10 2
25 12 3
25 13 2
25 14 2
25 16 2
25 17 1
25 24 2
25 29 3
25 30 0
25 33 2
25 34 2
25 35 2
25 37 3
26 1 2
26 5 3
26 8 3
26 10 1
26 12 1
26 17 2
26 19 3
26 22 1
26 26 3
26 27 2
26 32 1
26 33 0
26 34 2
26 37 1
27 1 1
27 7 2
27 8 3
27 10 1
27 11 0
27 12 0
27 15 2
27 17 2
27 19 3
27 24 2
27 26 3
27 29 3
27 30 2
27 32 0
27 34 3
27 38 3
28 1 1
28 3 2
28 4 2
28 9 1
28 10 3
28 12 2
28 14 1
28 15 2
28 19 3
28 21 2
28 22 2
28 23 2
28 24 2
28 25 0
28 28 2
28 29 1
28 32 0
29 2 0
29 3 3
29 5 3
29 7 2
29 10 2
29 14 2
29 15 2
29 16 0
29 19 3
29 20 2
29 23 1
29 24 3
29 27 0
29 28 3
29 30 1
29 32 2
29 33 3
29 36 3
29 37 2
30 1 1
30 4 0
30 7 3
30 9 1
30 10 2
30 14 2
30 16 2
30 19 3
30 20 2
30 21 2
30 28 2
30 32 3
30 38 3
31 2 2
31 3 0
31 6 2
31 7 2
31 8 3
31 12 0
31 17 3
31 19 2
31 22 2
31 24 3
31 25 2
31 26 2
31 28 3
31 30 2
31 31 1
31 34 2
31 35 3
31 36 2
31 37 2
32 1 3
32 4 3
32 7 1
32 8 2
32 10 1
32 11 1
32 19 3
32 24 3
32 25 1
32 28 2
32 33 3
32 37 3
33 1 2
33 6 3
33 11 3
33 12 2
33 13 2
33 15 3
33 16 1
33 17 2
33 18 2
33 21 3
33 26 2
33 28 3
33 29 2
33 30 2
33 31 2
33 32 3
33 34 0
33 37 1
34 1 2
34 10 3
34 12 2
34 15 2
34 20 3
34 22 2
34 23 2
34 28 2
34 29 3
34 36 0
34 38 2
35 1 2
35 2 2
35 3 3
35 5 3
35 8 2
35 9 0
35 11 2
35 15 1
35 16 3
35 17 1
35 22 2
35 25 3
35 27 2
35 33 3
35 37 1
36 6 1
36 7 0
36 8 3
36 11 2
36 13 0
36 16 2
36 17 2
36 18 2
36 19 3
36 22 3
36 24 0
36 28 2
36 30 2
36 31 2
36 32 2
36 34 1
36 37 2
36 38 2
37 1 3
37 4 2
37 6 3
37 8 2
37 9 1
37 10 2
37 11 3
37 13 1
37 15 3
37 21 0
37 24 1
37 30 2
37 31 2
37 32 3
37 35 3
38 1 1
38 3 3
38 4 2
38 6 2
38 11 1
38 12 0
38 14 2
38 17 3
38 18 1
38 21 1
38 22 2
38 24 3
38 26 0
38 30 2
38 31 2
38 33 1
38 34 0
38 38 2
