15 15
1 2 1
1 3 2
1 4 2
1 6 3
1 7 2
1 9 2
1 14 1
1 15 3
2 3 2
2 4 2
2 7 2
2 8 2
2 9 2
2 14 3
3 4 3
3 5 1
3 6 1
3 9 1
3 13 1
3 14 2
3 15 2
4 2 3
4 5 3
4 6 1
4 9 2
4 13 1
5 1 2
5 2 0
5 3 2
5 6 1
5 8 1
5 9 1
5 10 3
5 12 2
5 13 2
5 14 2
5 15 2
6 4 2
6 5 1
6 7 3
6 8 2
6 9 2
6 10 1
6 12 1
6 15 3
7 1 1
7 3 2
7 9 2
7 11 3
7 14 2
8 1 3
8 5 2
8 6 1
8 8 2
8 13 2
8 14 3
9 3 1
9 8 2
9 9 1
9 10 3
9 12 3
9 15 3
10 2 3
10 3 2
10 8 1
10 9 2
10 10 2
10 11 1
10 12 2
10 15 2
11 1 3
11 4 3
11 6 1
11 7 2
11 8 2
11 10 2
11 12 2
11 15 3
12 2 1
12 7 2
12 8 2
12 10 2
12 14 3
13 1 3
13 6 2
13 8 1
13 12 2
13 13 0
13 14 2
13 15 3
14 1 2
14 2 2
14 4 2
14 7 3
14 8 2
14 11 2
15 1 3
15 5 2
15 6 1
15 11 2
15 12 3
15 13 1
15 15 3
