30 25
1 4 2
1 5 2
1 6 2
1 7 3
1 9 3
1 10 1
1 12 1
1 15 3
1 16 2
1 18 2
1 19 3
1 21 3
1 22 2
1 23 3
1 24 2
1 25 3
2 3 2
2 4 2
2 5 2
2 6 2
2 7 2
2 8 2
2 9 3
2 12 3
2 14 2
2 15 2
2 18 2
2 20 1
2 23 3
2 24 2
3 4 2
3 5 2
3 6 2
3 8 2
3 10 2
3 12 2
3 14 3
3 15 2
3 16 1
3 17 1
3 18 2
3 21 3
3 23 2
4 4 1
4 6 1
4 7 2
4 10 2
4 16 2
4 17 2
4 18 1
4 22 2
4 23 3
4 25 2
5 1 2
5 6 3
5 7 2
5 8 2
5 10 2
5 11 2
5 13 2
5 20 2
5 21 3
5 25 3
6 1 2
6 2 1
6 3 2
6 5 2
6 8 2
6 9 2
6 12 3
6 14 3
6 16 3
6 24 2
7 4 1
7 8 1
7 9 3
7 10 2
7 17 2
7 18 3
7 21 2
7 24 0
7 25 3
8 1 1
8 2 1
8 4 1
8 6 2
8 11 2
8 16 1
8 17 2
8 20 3
8 21 2
8 22 1
8 25 2
9 2 2
9 10 3
9 11 1
9 13 1
9 14 1
9 21 3
10 3 3
10 4 2
10 6 2
10 7 3
10 12 2
10 13 1
10 14 3
10 16 2
10 17 1
10 19 3
10 23 3
11 1 3
11 3 1
11 4 2
11 6 0
11 10 3
11 13 3
11 18 2
11 20 1
11 22 3
11 25 3
12 2 1
12 4 2
12 5 2
12 6 2
12 7 2
12 8 1
12 10 0
12 12 1
12 14 1
12 17 2
12 18 1
12 19 2
12 20 2
12 24 2
13 2 2
13 3 2
13 5 2
13 6 3
13 9 1
13 13 3
13 16 1
13 19 3
13 22 3
13 25 3
14 1 3
14 3 3
14 4 2
14 5 1
14 10 3
14 12 3
14 18 2
14 20 0
14 21 2
14 23 3
14 24 1
14 25 2
15 2 2
15 5 2
15 6 2
15 7 2
15 10 3
15 12 3
15 14 2
15 15 3
15 16 1
15 18 2
15 19 2
16 1 3
16 4 2
16 6 2
16 8 1
16 19 0
16 20 2
16 21 1
16 22 2
17 3 2
17 6 2
17 7 1
17 8 2
17 10 2
17 13 1
17 14 1
17 15 2
17 16 1
17 17 2
17 18 2
17 21 2
17 23 1
17 24 2
17 25 1
18 3 0
18 4 2
18 8 2
18 10 2
18 12 3
18 14 2
18 15 3
18 16 1
18 17 2
18 19 3
18 22 3
18 23 2
18 25 3
19 2 3
19 4 3
19 6 1
19 11 1
19 13 2
19 14 2
20 4 1
20 7 3
20 10 3
20 11 2
20 13 2
20 18 2
20 19 3
20 22 3
20 25 3
21 3 2
21 5 2
21 6 0
21 12 3
21 13 1
21 14 2
21 16 2
21 18 2
21 19 1
21 21 2
22 1 3
22 3 3
22 4 3
22 5 3
22 9 3
22 11 1
22 12 1
22 17 3
22 21 1
22 23 2
22 25 2
23 5 1
23 6 2
23 7 2
23 8 0
23 10 2
23 16 1
23 17 3
23 19 3
23 25 0
24 1 2
24 2 1
24 4 1
24 5 2
24 7 3
24 11 3
24 13 2
24 15 1
24 17 2
24 18 2
24 19 2
24 21 3
24 23 3
25 1 3
25 2 1
25 3 2
25 9 2
25 10 1
25 12 2
25 13 1
25 15 2
25 16 1
25 18 2
25 21 2
25 23 2
25 25 0
26 2 3
26 3 1
26 4 2
26 8 3
26 11 3
26 12 2
26 13 1
26 14 0
26 17 2
26 18 1
26 19 1
26 22 3
27 4 2
27 5 1
27 6 2
27 8 1
27 12 2
27 19 3
27 21 3
27 22 0
27 23 3
27 25 3
28 2 3
28 4 2
28 6 1
28 7 3
28 12 2
28 13 2
28 14 1
28 15 2
28 19 2
28 21 2
29 2 0
29 8 2
29 10 3
29 11 2
29 13 2
29 14 1
29 16 2
29 17 3
29 19 2
29 21 2
29 24 3
30 2 3
30 5 2
30 9 2
30 10 2
30 15 2
30 16 2
30 17 2
30 18 2
30 20 2
30 21 3
30 22 2
30 24 2
