35 35
1 3 3
1 6 3
1 7 2
1 9 3
1 14 2
1 16 0
1 17 1
1 21 2
1 22 1
1 23 1
1 25 2
1 28 2
1 30 3
1 31 2
2 1 3
2 2 3
2 4 1
2 5 1
2 6 2
2 9 2
2 10 0
2 11 1
2 12 2
2 14 1
2 16 2
2 17 3
2 18 2
2 19 1
2 20 0
2 22 2
2 23 2
2 24 2
2 25 1
2 26 3
2 33 3
3 4 3
3 11 3
3 16 2
3 17 2
3 18 2
3 22 3
3 24 3
3 27 1
3 28 2
3 30 3
3 31 2
4 2 0
4 6 1
4 10 2
4 11 2
4 14 2
4 17 2
4 18 2
4 20 2
4 25 2
4 30 2
4 33 1
5 2 2
5 5 3
5 7 3
5 8 2
5 10 3
5 12 3
5 14 3
5 15 3
5 16 2
5 20 2
5 21 1
5 23 3
5 25 2
5 28 1
5 29 1
5 30 2
5 31 2
5 32 1
5 33 0
6 1 3
6 3 2
6 4 2
6 10 2
6 11 2
6 18 1
6 19 2
6 23 2
6 24 2
6 25 3
6 26 2
6 27 3
6 30 2
6 31 3
7 2 1
7 4 1
7 6 3
7 12 1
7 13 3
7 14 1
7 17 2
7 19 2
7 21 3
7 22 2
7 26 1
7 30 1
7 33 2
8 3 2
8 8 1
8 9 2
8 10 2
8 11 2
8 14 0
8 17 2
8 22 2
8 24 3
8 26 1
8 27 2
8 28 2
8 29 3
8 31 3
8 33 2
9 1 3
9 3 2
9 5 3
9 7 0
9 8 2
9 12 2
9 13 2
9 14 1
9 16 2
9 19 3
9 21 3
9 22 2
9 23 2
9 32 2
10 2 3
10 4 2
10 6 3
10 9 2
10 13 1
10 14 2
10 15 1
10 16 2
10 24 2
10 25 3
10 27 2
10 32 3
10 33 2
11 2 2
11 7 1
11 9 2
11 12 3
11 18 1
11 20 3
11 23 2
11 24 2
11 29 2
11 30 0
11 31 0
11 32 3
12 3 3
12 6 2
12 9 3
12 11 3
12 14 3
12 16 0
12 17 1
12 18 0
12 24 2
12 25 1
12 26 3
12 28 1
12 29 1
12 33 0
13 3 2
13 5 1
13 11 1
13 18 1
13 19 2
13 20 1
13 27 1
13 30 3
13 31 1
13 32 0
14 1 3
14 3 3
14 4 0
14 5 1
14 8 3
14 9 3
14 10 3
14 11 2
14 12 2
14 13 2
14 16 1
14 20 3
14 22 2
14 23 3
14 24 1
14 27 0
14 28 2
14 33 3
15 2 0
15 3 2
15 8 0
15 10 2
15 12 2
15 13 2
15 16 2
15 17 2
15 18 2
15 20 2
15 23 3
15 25 3
15 26 2
15 33 2
16 3 2
16 5 3
16 6 1
16 10 2
16 13 2
16 17 1
16 19 3
16 21 3
16 23 3
16 24 1
16 26 2
16 29 0
16 30 2
16 31 2
16 32 2
16 33 1
17 1 3
17 4 2
17 5 2
17 7 2
17 8 2
17 9 3
17 15 2
17 16 3
17 17 1
17 18 1
17 19 1
17 26 0
17 33 2
18 1 1
18 5 0
18 14 1
18 16 1
18 17 1
18 21 3
18 22 3
18 24 2
18 25 0
18 27 2
18 29 2
18 32 3
19 3 2
19 6 1
19 7 2
19 11 2
19 13 3
19 20 2
19 24 3
19 26 1
19 27 2
19 31 3
20 1 0
20 2 2
20 4 1
20 9 3
20 13 1
20 15 2
20 22 1
20 25 2
20 26 1
20 31 2
21 2 3
21 3 3
21 4 1
21 6 1
21 7 1
21 8 0
21 11 3
21 12 2
21 15 3
21 20 0
21 21 2
21 22 2
21 25 2
21 27 3
21 28 2
21 30 2
21 33 2
22 1 3
22 9 1
22 11 2
22 12 3
22 16 3
22 19 3
22 20 1
22 23 1
22 25 2
22 26 3
22 33 3
23 7 1
23 9 3
23 11 1
23 12 2
23 15 2
23 16 2
23 19 2
23 22 2
23 28 2
23 29 2
23 30 2
23 31 2
23 32 2
23 33 2
24 1 1
24 6 0
24 10 3
24 17 2
24 19 2
24 23 2
24 24 0
24 27 2
25 1 2
25 2 2
25 3 3
25 6 3
25 7 3
25 8 2
25 9 2
25 11 2
25 12 2
25 13 3
25 14 2
25 15 2
25 16 2
25 17 1
25 20 3
25 24 2
25 25 2
25 26 2
25 27 2
25 30 3
26 1 2
26 5 1
26 9 3
26 11 2
26 13 2
26 14 3
26 17 2
26 18 2
26 21 3
26 24 3
26 27 3
26 29 2
26 30 2
26 32 2
26 33 2
27 4 3
27 5 2
27 7 2
27 11 2
27 12 2
27 15 2
27 18 2
27 19 2
27 20 2
27 22 0
27 29 1
27 33 3
28 2 1
28 5 2
28 7 3
28 8 2
28 17 2
28 18 3
28 19 0
28 21 2
28 24 1
28 26 3
28 28 2
28 29 1
28 30 1
28 33 2
29 3 2
29 4 0
29 5 2
29 6 2
29 8 2
29 9 2
29 10 2
29 12 1
29 13 2
29 15 3
29 21 0
29 23 1
29 24 2
29 26 1
29 27 2
30 1 1
30 4 2
30 8 3
30 12 2
30 13 3
30 16 2
30 19 2
30 20 3
30 23 3
30 29 3
30 31 2
30 32 2
31 1 2
31 3 2
31 4 2
31 6 3
31 9 1
31 12 2
31 13 2
31 15 2
31 16 2
31 17 2
31 20 2
31 23 1
31 24 2
31 25 3
31 26 2
31 28 0
31 32 0
31 33 3
32 1 2
32 4 3
32 7 2
32 12 1
32 14 1
32 15 2
32 17 2
32 24 2
32 28 3
33 3 2
33 7 2
33 9 0
33 10 1
33 12 0
33 14 1
33 15 2
33 17 2
33 19 3
33 20 2
33 21 1
33 22 2
33 24 3
33 25 2
33 30 3
33 31 3
33 33 3
