25 25
1 2 1
1 3 1
1 4 0
1 5 2
1 8 1
1 10 3
1 11 2
1 12 1
1 13 3
1 14 2
1 15 2
1 17 2
1 18 3
1 20 3
1 23 3
2 1 3
2 3 2
2 5 3
2 10 2
2 11 2
2 12 2
2 13 2
2 14 2
2 20 2
2 21 1
2 23 1
3 1 2
3 2 2
3 3 1
3 5 1
3 6 3
3 8 3
3 10 3
3 11 2
3 12 2
3 14 2
3 16 1
4 2 3
4 3 2
4 6 3
4 7 1
4 8 3
4 10 2
4 12 2
4 13 2
4 16 1
4 18 3
4 19 3
4 21 3
4 22 2
5 1 3
5 3 1
5 4 2
5 6 3
5 7 1
5 8 3
5 12 2
5 14 2
5 16 1
5 17 2
5 19 2
5 21 3
5 22 1
5 23 2
6 1 1
6 2 3
6 3 1
6 5 2
6 8 2
6 13 2
6 14 2
6 17 3
6 18 2
6 19 3
6 21 3
6 22 2
7 5 3
7 7 1
7 9 1
7 10 2
7 11 1
7 12 2
7 13 2
7 16 1
7 20 3
7 22 1
8 2 2
8 3 3
8 4 3
8 8 2
8 12 2
8 13 2
8 14 3
8 15 2
8 16 3
8 18 2
8 23 2
9 2 2
9 6 2
9 7 2
9 9 2
9 10 3
9 11 2
9 15 0
9 18 2
9 19 3
9 20 2
9 21 3
9 22 3
10 2 2
10 5 2
10 6 2
10 7 3
10 8 1
10 9 1
10 10 2
10 12 2
10 17 3
10 20 2
11 2 3
11 3 2
11 4 3
11 5 1
11 7 1
11 8 2
11 9 2
11 10 2
11 12 3
11 13 2
11 14 3
11 15 2
11 18 1
11 20 1
11 21 1
11 23 1
12 1 0
12 2 2
12 5 2
12 6 3
12 7 2
12 12 1
12 13 1
12 14 3
12 18 2
12 19 3
12 20 3
12 22 1
13 3 2
13 8 2
13 9 3
13 10 1
13 13 3
13 14 2
13 15 1
13 16 0
13 19 1
13 20 2
13 22 0
13 23 1
14 3 3
14 4 2
14 5 1
14 6 1
14 7 2
14 10 2
14 11 3
14 15 3
14 16 2
14 21 2
14 22 2
14 23 1
15 7 2
15 8 0
15 10 3
15 13 1
15 15 3
15 16 2
15 18 2
15 19 3
15 20 2
15 22 2
16 1 2
16 2 2
16 3 3
16 4 3
16 5 2
16 11 2
16 13 3
16 18 3
16 20 2
17 1 3
17 2 2
17 4 2
17 5 0
17 6 0
17 8 2
17 9 2
17 11 3
17 13 2
17 15 0
17 17 0
17 20 3
17 21 2
17 22 3
18 2 2
18 4 2
18 5 2
18 7 2
18 8 3
18 11 3
18 13 2
18 15 1
18 16 3
18 17 2
18 18 0
18 20 2
18 21 0
19 2 3
19 7 1
19 8 3
19 9 0
19 15 1
19 17 2
19 18 1
19 21 0
20 2 3
20 7 2
20 8 3
20 9 2
20 10 2
20 11 2
20 12 2
20 13 2
20 14 1
20 15 0
20 16 3
20 18 2
20 19 2
20 22 3
21 1 3
21 4 1
21 5 1
21 7 2
21 12 2
21 17 0
21 19 2
21 23 2
22 3 2
22 4 2
22 5 2
22 6 2
22 7 3
22 9 1
22 11 2
22 12 2
22 13 2
22 16 2
22 17 0
22 19 2
22 21 2
22 23 2
23 1 1
23 2 2
23 4 1
23 8 1
23 9 2
23 13 2
23 16 2
23 17 2
23 22 2
23 23 2
